time_stamp,vehicle_pos,vehicle_pos.1,vehicle_pos.2,vehicle_pos.3,vehicle_pos.4,vehicle_pos.5,vehicle_pos.6,vehicle_pos.7,vehicle_pos.8,vehicle_pos.9,vehicle_pos.10,vehicle_pos.11,vehicle_pos.12,vehicle_pos.13,vehicle_pos.14,vehicle_pos.15,vehicle_pos.16,vehicle_pos.17,vehicle_pos.18,vehicle_pos.19
58,692.82,393.16,517.24,604.84,486.88,124.68,431.39,186.27,231.74,118.68,337.8,243.81,235.65,222.3,113.74,81.46,49.98,46.9,22.57,6.68
59,704.78,400.36,527.62,618.26,497.98,127.36,443.14,191.43,239.43,122.14,351.11,254.89,247.12,233.42,115.89,88.78,55.04,53.94,30.23,9.65
60,716.59,407.89,537.76,632.07,509.52,129.65,455.47,197,246.27,126.04,364.74,265.9,259.25,244.95,119.49,95.96,60.11,61.35,36.81,14.09
61,728.39,414.66,547.76,645.53,520.86,131.85,466.7,202.16,253.29,129.72,378.29,276.46,270.49,256.77,121.41,102.14,65.4,69.09,44.38,20.75
62,740.4,421.99,557.42,658.96,532.33,134.62,478.91,207.47,260.42,134.21,391.68,286.82,282.78,267.83,124.05,108.51,70.02,76.07,51.52,29.5
63,752.29,429.64,567.92,671.8,543.15,137.36,490.67,212.1,268.28,138.13,404.84,297.53,294.5,277.73,126.35,114.19,74.32,83.09,58.98,39.78
64,765.07,437.37,578.02,685.04,554.46,140.53,502.2,217,275.25,141.96,418.04,308.38,306.89,289.39,128.79,120.34,78.58,91.05,65.06,51.72
65,777.92,444.37,587.77,698.14,564.99,142.81,513.56,221.9,283.12,146.22,431.7,318.76,318.48,303.33,131.97,126.81,82.7,98.24,69.61,65.16
66,790.45,451,598.66,710.93,575.68,145.07,525.72,226.75,289.93,149.97,445,330.16,330.89,318.76,135.1,134.03,87.43,105.3,74.13,78.2
67,802.62,458.74,609.56,723.74,587.42,147.5,537.97,231.17,296.84,154.46,458.34,340.83,342.62,333.73,136.99,140.3,92.02,112.58,80.02,93.35
68,815.5,465.89,619.57,737.23,598.88,149.91,550.21,236.3,303.82,157.98,471.74,352.42,353.82,348.23,140.28,147.3,96.89,119.78,87.23,110.07
69,828.34,472.85,629.72,750.61,609.6,152.06,562.35,241.82,311.58,161.33,484.93,363.09,365.92,363.46,145.95,154.14,102.01,127.5,93.9,124.47
70,840.45,480.07,640.03,764.31,619.3,154.75,574.47,247.31,318.49,165.78,498.84,373.98,377.97,378.81,151.44,161.09,106.67,134.97,101.3,135.97
71,852.57,487.55,650.86,777.16,630.03,157.97,586.14,252.28,325.78,169.46,512.9,385.35,389.49,393.28,158.29,167.68,111.11,141.42,109.02,146.32
72,865.19,494.8,661.27,789.92,640.73,160.88,597.38,257.58,333.06,173.32,526.33,395.92,401.86,408.53,167.46,173.91,116.03,148.85,116.04,156.11
73,878.14,502.21,670.96,802.91,651.94,163.62,609.07,263.26,340.27,176.84,540.16,406.24,413.41,424.14,176.51,180.85,120.3,156.28,122.92,163.16
74,890.16,509.09,681.52,816.49,663.41,165.84,620.95,268.83,347.84,180.14,553.98,417.49,424.75,439.16,186.04,188.15,124.41,163.12,129.96,171.53
75,902.27,515.96,691.17,829.23,675.17,167.99,632.2,273.31,355.29,183.98,567.69,428.36,437.12,454.33,194.9,194.59,129.77,170.7,137.37,178.62
76,914.17,522.64,702.08,843.12,686.01,171.37,644.45,278.28,363.06,188.01,581.74,439.69,448.34,469.07,203.99,200.99,134.3,178.01,145.14,185.18
77,926.7,529.32,712.45,856.74,697.71,174.45,655.85,283.11,370.67,192.43,595.37,450.26,459.55,484.42,213.61,207.32,138.54,185.04,151.78,192.42
78,938.94,536.15,722.34,870.09,708.51,177.57,667.43,287.54,378.07,195.78,608.85,461.46,470.8,498.91,223.44,214.01,142.93,191.84,158.93,198.22
79,951.42,543.28,732.21,883.89,720.2,180.5,678.91,292.97,384.76,199.33,623.03,471.92,482.89,514.23,232.84,220.8,148.11,198.82,165.97,204.61
80,963.17,550.29,742.68,897.17,730.78,183.13,690.9,298.59,392.48,202.77,637.21,482.59,494.85,529.48,242.07,227.28,153.06,205.89,172.66,212.74
81,975.12,557.87,753.4,910.45,741.41,185.84,703.22,303.02,400.32,206.73,651.42,493.68,506.29,544.03,251.49,233.86,157.33,213.09,180.35,222.31
82,988.06,565.25,763.22,923.32,752.49,188.71,714.42,308.56,407.32,210.21,665.17,504.17,518.27,558.7,261.01,240.6,161.68,221.12,188.15,233.2
83,1000.63,572.39,773.35,937.2,763.85,191.84,726.62,314.18,414.89,213.74,678.69,515.15,529.61,573.27,270.39,247.37,166.61,228,194.85,246.21
84,1013.07,579.03,784.12,950.51,774.72,194.9,738.02,319.24,422.07,217.94,692.4,525.52,541.91,588,279.39,254.4,171.27,235.36,202.05,261.17
85,1025.58,586.28,794.08,963.83,786.35,197.68,749.62,324.74,428.67,221.42,706.51,536.58,553.96,603,288.61,261.71,175.87,243.34,208.64,278.2
86,1037.79,593.6,804.79,977.34,797.74,200.46,760.96,329.84,436.45,225.17,720.41,547.1,566.07,617.47,298.53,268.63,180.04,250.28,215.18,294.9
87,1050.72,600.83,814.72,990.73,809.48,203.41,773.15,335.45,444.12,229.04,734.48,557.49,578.18,632.72,308.14,274.99,185.35,257.06,222.25,311.15
88,1063.43,607.95,825.1,1004.17,821.22,206.18,785.35,340.15,450.81,232.66,748.03,569.08,590.46,647.4,317.42,282.06,190.18,264.65,229.1,327.7
89,1076.38,614.63,835.89,1017.82,832.14,209.08,797.41,345.63,457.86,236.03,761.61,579.53,601.91,662.66,326.39,288.45,194.91,271.62,236.61,344.26
90,1088.72,622.46,846.43,1031.33,843.22,212.36,808.63,350.78,465.57,239.32,775.54,590.06,613.95,677.03,335.75,294.91,199.41,278.56,243.75,360.3
91,1101.06,629.21,856.33,1044.74,853.89,215.53,820.66,355.48,473.08,243.58,789.2,600.64,625.59,691.7,344.86,301.55,204.17,285.2,251.38,377.21
92,1113.32,637.04,866.67,1058.25,865.01,217.92,832.03,361.06,480.86,247.11,802.4,611.88,637.73,706.78,354.66,307.97,206.78,292.28,257.95,393.61
93,1125.33,644.52,877.37,1072.22,876.61,220.7,843.87,365.89,488.14,251.38,816.05,623.37,650,721.76,363.53,314.29,211.03,299,264.67,409.87
94,1137.84,651.35,887.33,1085.42,888.04,223.09,856.13,370.33,495.93,255.09,829.4,633.12,661.22,736.61,372.97,321.33,216.02,306.63,272.38,426.71
95,1150.85,658.42,898.14,1099.16,899.45,225.57,867.89,374.93,502.9,259.58,842.68,643.77,672.41,751.29,383.07,328.15,220.56,313.94,279.02,443.6
96,1162.86,665.52,908.35,1112.35,910.99,227.87,879.45,380.39,510.78,263.52,855.93,654.92,684.3,766.3,392.87,334.67,224.68,321.76,286,459.89
97,1174.99,672.88,918.46,1125.77,921.85,230.72,891.04,385.35,518.44,267.61,868.94,665.77,695.81,781.07,402.34,341.84,229.66,328.68,293.06,476.02
98,1187.46,680.42,928.61,1139.37,932.84,233.2,902.19,390.01,525.84,271.74,882.94,676.94,707.78,795.79,412.3,348.53,233.96,336.53,300.85,492
99,1199.25,688.13,938.97,1153.17,943.54,236.11,913.67,394.46,532.88,276.15,896.42,687.29,719.52,811.31,422.38,355.55,238.12,343.65,307.49,508.01
100,1211.28,695.09,949.16,1166.35,954.1,238.82,925.93,400.01,540.23,279.68,910.27,697.98,731.36,825.76,431.75,362.43,243.35,350.89,314.26,524.46
101,1223.45,702.84,959.57,1179.42,965.72,242.16,937.47,405.23,546.98,284,923.87,709.26,743.19,840.86,441.72,369.59,248.5,358.46,321.52,540.38
102,1235.73,710.3,969.78,1192.71,976.33,245.49,948,410.37,554.33,287.64,937.77,720.43,755.2,855.65,450.8,376.65,253.17,365.79,328.97,556.26
103,1247.59,718.12,979.46,1205.5,987.16,248.88,959.55,415.93,562.12,291.39,951.07,730.76,767.39,870.8,459.91,383.89,257.52,373.32,336.37,572.22
104,1259.69,725.33,989.2,1218.37,997.94,251.23,969.63,420.47,569.63,295.36,964.25,741.91,778.74,885.51,469.54,390.28,262.81,380.89,344.01,588.26
105,1272.4,732.64,999.02,1231.26,1009.25,254.39,979.25,424.91,576.57,299.1,978.41,753.46,790.96,900.99,479.64,397.53,267.73,388.72,351,604.99
106,1284.75,739.94,1009.41,1244.6,1019.74,256.71,989.05,430.51,583.31,302.67,991.47,765,802.42,915.36,489.61,403.79,272.25,396.55,358.75,621.07
107,1296.99,747.07,1020.21,1258.51,1030.9,258.83,999.06,435.26,589.98,307.06,1005.13,776.59,814.87,930.56,499.67,410.41,277.42,403.78,365.59,638.11
108,1308.98,754.45,1030.7,1271.64,1041.74,261.27,1010.53,439.99,597,311.12,1017.35,788.05,826.63,945.26,509.57,417.6,282.25,411.63,372.16,654.82
109,1321.64,762.09,1040.96,1284.41,1053.28,263.46,1021.41,445.5,604.26,314.6,1029.02,799.01,838.81,959.92,519.44,424.67,286.87,419.63,379.19,671.95
110,1333.41,769.37,1051.76,1297.29,1064.62,266.6,1031.54,450.82,612,317.8,1042.78,810.3,850.51,975.09,529.15,431.2,292.19,426.67,386.38,688.96
111,1346.11,776.57,1061.8,1310.11,1075.85,269.49,1042.87,455.61,618.85,321.45,1056.42,821.9,862.59,989.86,538.45,437.95,296.94,434.48,393.34,704.84
112,1358.24,783.71,1071.62,1323.2,1086.71,272.14,1055,461.06,626.08,325.23,1069.45,832.4,874.94,1004.33,547.66,444.91,301.36,442.31,399.97,720.9
113,1371.12,790.88,1081.63,1336.13,1097.47,275.47,1066.59,466.73,633.93,329.22,1083.68,842.86,887.42,1018.76,557.16,451.47,305.97,449.06,407.26,737.29
114,1382.92,798.36,1091.92,1348.86,1108.38,278.33,1078.46,471.32,641.73,333.06,1096.99,853.63,898.81,1033.65,566.79,457.77,310.37,456.3,414.41,753.55
115,1394.64,805.92,1101.73,1361.53,1119.67,281.34,1090.21,476,648.5,336.7,1110.43,865.19,910.78,1048.12,575.81,462.29,315.59,463.47,421.17,770
116,1406.46,812.85,1112.52,1374.26,1130.55,284.47,1101.88,481.4,656.28,341.06,1123.97,876.03,922.99,1063.54,584.75,467.58,319.73,471.24,428.3,785.92
117,1418.28,819.68,1122.11,1387.14,1141.64,286.68,1113.91,486.1,663.95,345.39,1137.18,886.71,934.61,1078.9,594.78,472.35,324.91,478.5,435.68,802.82
118,1430.17,826.97,1131.81,1401.08,1152.48,289.78,1125.94,491.47,671.17,349.36,1151.38,897.5,946.76,1093.29,604.25,477.23,329.54,485.79,442.26,818.86
119,1442.7,834.59,1141.81,1414.42,1163.11,292.2,1137.81,497.01,678.2,352.96,1165.35,908.36,958.57,1108.76,613.59,482.91,334.69,492.56,449.62,834.79
120,1454.59,841.38,1152.06,1427.82,1174.18,295,1150.09,501.85,685.1,357.44,1179.55,919.72,969.93,1123.14,622.54,488.29,339.87,500.46,456.4,851.3
121,1466.55,848.82,1162.47,1441,1184.74,298.09,1161.32,506.92,692.43,361.17,1192.72,931.09,981.3,1136.92,631.6,492.89,345.19,507.83,463.94,867.2
122,1479.33,856.3,1172.55,1454.82,1196,300.45,1172.85,512.16,699.85,365.44,1206.42,941.88,993.47,1148.9,641.15,499.58,350.5,515.28,471.12,883.35
123,1491.84,863.29,1182.2,1468.51,1206.8,303.64,1184.35,517.15,707.22,369.69,1220.57,953.45,1005.23,1160.22,650.5,506.6,355.3,523.2,477.94,900.07
124,1503.62,870.74,1191.85,1482.07,1218.03,305.91,1195.69,522.65,714.26,373.69,1234.45,964.81,1016.81,1172.7,659.81,513.96,359.81,530.21,485.15,916.53
125,1515.85,878.53,1201.73,1493.46,1229.02,308.78,1207.86,527.18,721.19,378.15,1248.74,975.15,1028.08,1185.17,669.64,521.3,364.98,537.4,492.46,933.45
126,1528.77,885.48,1211.6,1506.13,1240.05,311.62,1219.26,532.37,728.77,381.52,1262.05,986.52,1039.74,1199.82,679.76,528.32,368.87,544.5,499.71,950.06
127,1540.99,892.75,1221.78,1520.05,1250.59,314.13,1230.57,536.93,736.09,385.8,1275.71,997.78,1051.35,1215.06,688.7,534.58,372.43,551.78,507.21,967.16
128,1553.49,900.16,1231.91,1533.36,1261.91,317.32,1242.69,542.47,742.84,389.42,1289.13,1008.86,1063.06,1230.58,698.19,541.97,377.49,559.76,514.89,983.01
129,1565.55,907.84,1242.18,1546.43,1272.88,320.24,1254.51,547.56,750.36,392.84,1302.83,1020,1074.34,1246.06,707.85,548.63,381.62,566.83,521.91,998.89
130,1578.47,914.58,1252.27,1560.38,1284.64,323.15,1265.98,552.11,757.22,396.29,1317.1,1030.46,1086.09,1261.57,717.39,555.05,385.87,574.21,528.77,1015.56
131,1591.29,922.39,1261.96,1574.3,1295.49,325.77,1277.29,557.16,764.96,400.08,1331.28,1041.28,1097.91,1276.27,727.25,562.04,390.77,582.12,535.64,1032.57
132,1603.59,929.82,1272.57,1588.26,1306.4,328.82,1288.61,562.7,771.92,403.87,1345.12,1052.43,1109.83,1291,736.99,568.59,395.47,589.84,543.4,1048.44
133,1615.7,936.79,1283.44,1601.93,1318.07,332.05,1300.17,568.05,779.41,407.83,1358.35,1063.27,1121.64,1306.42,746.87,575.61,399.74,597.84,550.39,1064.45
134,1628.46,943.5,1294.03,1615.67,1329.15,334.87,1311.79,573.21,787,411.48,1371.53,1074.78,1133.51,1321.14,756.19,582.8,404.63,605.79,558.07,1080.72
135,1640.19,950.34,1304.93,1628.91,1340.64,338.25,1323.8,577.95,794.84,415.68,1385.1,1086.02,1145.9,1336.72,765.68,589.55,409.53,613.43,564.31,1097.09
136,1653.05,957.7,1315.05,1642.58,1352.05,341.65,1335.37,582.13,801.96,418.93,1398.28,1097.3,1157.85,1351.69,775.55,596,414.55,621.17,571.92,1113.74
137,1665.2,964.83,1325.06,1655.44,1362.93,343.83,1347.3,587.47,809.03,422.63,1412.55,1108.19,1169.38,1367.2,785.52,602.19,419.33,628.04,579.59,1130.85
138,1677.97,972.14,1335.3,1668.86,1373.41,346.28,1359.54,592.67,816.63,426.55,1425.97,1119.53,1181.08,1382.28,795.01,608.78,424.64,634.95,586.8,1147.76
139,1690.61,979.84,1345.83,1682.2,1384.82,348.76,1370.78,597.14,823.32,430.69,1439.12,1130.96,1192.8,1397.26,804.82,615.16,429.54,642.28,593.75,1163.89
140,1702.68,987.49,1355.48,1695.63,1395.87,351.82,1382.99,602.55,830.06,434.68,1452.59,1142.4,1204.87,1412.79,812.4,622.54,433.92,650.11,601.17,1180.8
141,1714.65,995.35,1365.29,1708.32,1406.41,355.1,1395.2,607.63,837.39,439.07,1466.15,1153.96,1217.15,1428.31,821.52,629.9,438.13,657.55,608.89,1197.72
142,1726.52,1002.98,1375.77,1721.81,1417.47,357.69,1407.06,612.94,845.16,443.19,1480.12,1165.24,1229.55,1442.68,830.63,636.58,443.09,665.45,616.67,1214.33
143,1739.16,1010.12,1386.06,1735.41,1428.44,360.9,1418.92,617.41,852.69,446.61,1493.59,1176.58,1241.3,1457.54,840.65,642.98,447.89,673.14,624.3,1231.34
144,1751.37,1016.86,1396.49,1748.64,1439.98,363.64,1430.44,621.9,860.55,451.03,1507.72,1187.42,1253.76,1472.17,850.62,650,452.39,680.39,631.47,1247.96
145,1764.35,1023.47,1407.18,1762.08,1451.51,366.66,1442.1,627.59,867.2,454.69,1521.76,1197.85,1265.74,1487.27,860.52,656.93,457.5,688.3,638.74,1264.74
146,1776.12,1030.52,1416.9,1775.28,1462.99,370.01,1453.98,632.82,874.45,458.36,1536.01,1208.46,1277.52,1502.32,870.14,663.63,462.87,695.93,646.43,1280.81
147,1788.66,1037.19,1427.77,1789.02,1473.67,372.25,1466.23,638.28,881.74,462.72,1549.27,1219.37,1289.36,1516.99,879.54,670.05,468.04,702.87,653.93,1297.38
148,1801.44,1044.59,1437.72,1801.82,1484.8,375.13,1478.63,643.54,888.9,467.11,1562.79,1230.3,1301.57,1532.37,888.8,676.86,473.09,710.4,661.57,1314.47
149,1813.25,1052.22,1447.75,1814.58,1495.65,377.65,1490.18,648.65,896.29,470.45,1576.96,1240.61,1313.02,1546.95,898.37,684.17,477.82,717.8,669.21,1331.01
150,1826.06,1059.7,1458.41,1828.47,1507.26,380.01,1501.32,653.64,903.97,473.73,1590.62,1251.67,1325.09,1561.32,907.38,691.53,483.15,724.81,676.08,1347.87
151,1838.76,1066.56,1469.07,1841.38,1518.2,382.95,1512.7,658.38,911.31,478.12,1603.92,1262.42,1336.86,1576.59,917.43,697.68,488.49,731.69,683.18,1364.97
152,1851.59,1074.15,1479.49,1854.73,1529.14,385.9,1524.58,662.82,918.15,482.06,1617.37,1273.36,1348.05,1591.91,927.52,704.56,492.81,738.88,689.84,1381.41
153,1863.81,1081.21,1489.13,1867.78,1539.82,388.35,1536.57,668.37,924.83,485.37,1630.92,1284.87,1359.6,1607.29,937.17,711.18,497.17,746.16,696.81,1398.33
154,1875.89,1088.64,1499.31,1881.71,1551.16,390.52,1548.23,673.19,932.52,489.27,1644.1,1296.29,1371.12,1622.93,947.2,718.15,501.88,753.26,703.38,1415.39
155,1888.39,1095.55,1509.57,1894.4,1562.23,393.61,1559.83,678.74,939.9,493.76,1657.7,1306.72,1383.34,1638.16,956.32,725.27,506.13,760.6,710.27,1431.97
156,1900.79,1103.38,1520.03,1908.12,1572.78,395.85,1571.79,684.09,946.56,497.28,1671,1318.16,1395.58,1652.69,965.72,731.81,510.96,768.13,717.36,1448.49
157,1912.69,1110.94,1530.63,1921.43,1583.64,398.98,1583.04,689.33,953.39,501.59,1685.05,1329.75,1407.32,1667.44,974.77,738.02,516.21,776.02,724.27,1464.88
158,1925.52,1117.99,1541.02,1934.81,1594.93,401.88,1594.47,694.91,961.2,505.27,1698.1,1341.15,1418.74,1683.1,984.85,745.39,521.07,783.12,731.5,1481.71
159,1937.26,1125.77,1551.11,1948.71,1606.51,405.16,1606.77,700.24,968.22,509.48,1711.77,1351.88,1430.82,1698.09,994.58,751.71,525.72,791.1,738.64,1497.58
160,1950.25,1132.88,1561.24,1962.46,1617.07,407.3,1619.1,705.62,974.83,513.88,1725.78,1362.77,1442.68,1713.21,1004.16,757.97,531.08,798.96,746.27,1513.57
161,1963.18,1139.81,1571.13,1975.99,1628.83,410.27,1631.34,710.6,982.26,518.35,1739.47,1373.52,1454.12,1728.09,1014.2,765.3,535.2,805.81,753.9,1530.3
162,1975.32,1147,1581.38,1989.08,1639.56,412.85,1643.2,715.56,989.78,522.33,1752.79,1384.24,1466.18,1742.71,1024.13,771.97,539.86,812.95,761.15,1546.43
163,1988.33,1154.84,1591.46,2002.19,1650.21,415.53,1655.14,720.48,996.46,525.75,1766.98,1395.47,1478.56,1757.95,1033.94,779.2,544.06,819.69,768.15,1563.05
164,2000.75,1161.64,1602.18,2015.02,1661.46,418.1,1667.48,725.29,1004.15,529.67,1780.92,1406.75,1490.63,1772.68,1043.24,785.71,548.95,827.22,775.75,1579.92
165,2013.17,1169.37,1612,2028.87,1672.66,420.47,1679.75,730.44,1011.1,533.14,1795.07,1418.14,1502.63,1787.33,1052.51,792.57,553.99,835.18,782.9,1595.9
166,2025.16,1176.37,1622.26,2042.2,1684.43,423.77,1691.74,735.56,1018.32,537.56,1808.49,1429.05,1514.21,1802.12,1061.7,799.91,558.1,842.99,789.9,1612.3
167,2036.96,1183.64,1632.12,2055.33,1695.68,426.69,1703.5,740.18,1025.54,541.66,1822.66,1440.63,1526.27,1817.08,1071.83,806.72,562.44,850.91,797.69,1629.13
168,2048.61,1190.76,1642.38,2068.73,1706.4,429.79,1715.71,745.83,1032.5,545.49,1836.61,1451.31,1537.45,1831.66,1080.69,813.68,566.8,857.96,804.4,1645.08
169,2060.7,1197.98,1652.53,2082.6,1717.42,431.96,1727.28,750.69,1039.77,548.91,1850.26,1461.97,1549.6,1847.22,1089.68,820.66,572.1,865.23,811.64,1661.1
170,2072.98,1205.22,1662.56,2095.51,1728.27,434.63,1739.07,755.11,1047.24,552.15,1864.15,1473.07,1561.75,1862.15,1099.77,827.56,576.7,872.52,819.38,1677.69
171,2085.84,1212.92,1673.36,2108.65,1739.33,436.78,1751.38,759.65,1054.45,556.41,1878.33,1483.56,1574.13,1877.44,1108.66,834.15,581.66,879.89,825.93,1694.18
172,2098.19,1220.39,1684.26,2121.67,1750.12,439.77,1762.72,764.2,1061.4,560.34,1891.71,1495.11,1586.07,1892.64,1117.76,840.42,585.87,887.06,833.2,1710.45
173,2110.64,1227.68,1694.82,2134.79,1760.89,442.73,1774.87,768.89,1068.91,564.24,1905.89,1505.78,1597.83,1908.06,1127.86,847.03,591.22,894.78,840,1726.35
174,2122.65,1234.69,1705.43,2148.66,1771.4,445.86,1786.61,773.95,1075.84,568.59,1919.34,1517.1,1610.14,1922.88,1137.53,854.27,595.73,902.59,846.83,1743.08
175,2134.89,1242.03,1715.98,2161.39,1783.1,448.6,1798.41,778.58,1083.51,572.18,1933.65,1527.46,1621.6,1937.75,1146.84,860.49,599.91,910.29,854.07,1759.08
176,2147.84,1249.29,1726.69,2174.13,1793.97,451.21,1809.92,783.76,1090.2,576.12,1947.14,1538.21,1633.15,1953.1,1156.08,866.68,605.24,917.43,861.4,1774.97
177,2159.9,1256.81,1737.56,2186.95,1805.05,453.6,1821.24,789.32,1098.04,579.72,1960.96,1548.84,1645.49,1968.29,1165.16,874.03,610.29,924.63,868.53,1789.67
178,2172.57,1263.65,1747.81,2200.17,1815.78,456.24,1833.4,794.42,1104.85,583,1974.76,1560.4,1657.89,1982.77,1175.09,880.95,615.25,932.45,875.76,1804.68
179,2184.93,1270.56,1758.48,2213.75,1826.67,459.43,1845.3,800.07,1112.13,586.9,1987.89,1571.27,1669.53,1997.63,1184.65,887.22,620.19,939.53,883.32,1821.32
180,2196.75,1278.35,1769.23,2227.08,1837.29,461.84,1856.55,805.28,1119.29,590.97,2001.76,1582.81,1681.47,2012.15,1194.48,894.02,625.26,946.36,889.85,1837.24
181,2209.73,1285.1,1780.13,2240.13,1848.16,464.77,1868.35,810.8,1126.97,595.14,2015.41,1594.38,1693.12,2027.51,1203.42,900.33,629.63,953.46,897.34,1854.35
182,2222.57,1292.04,1790.66,2254.09,1859.17,468.04,1880.73,815.3,1134.46,599.16,2028.82,1605.88,1704.91,2043.01,1212.97,907.37,634.18,961.48,904.57,1871.35
183,2235.17,1299.87,1801.08,2267.35,1870.5,471.18,1892.16,820.22,1141.72,602.56,2042.34,1617.18,1716.9,2058.35,1222.19,914.05,639.37,968.5,911.34,1888.48
184,2247.82,1306.62,1811.91,2280.44,1881.38,474.15,1904,824.99,1149.32,606,2055.63,1627.95,1728.71,2073.12,1231.79,920.63,643.87,975.83,918.9,1905.19
185,2260.51,1314.37,1822.34,2294.38,1892.72,477.48,1915.99,830.04,1155.96,609.31,2068.25,1638.98,1740.44,2087.49,1240.72,926.87,648.09,983.26,926.41,1921.09
186,2272.27,1321.39,1832.13,2307.78,1904.47,479.79,1927.76,835.72,1163.15,612.57,2080.71,1650.57,1752.68,2102.83,1250.3,933.27,652.4,990.18,934.21,1937.86
187,2284.53,1328.16,1842.42,2320.89,1915.43,482.26,1939.35,841.24,1170.42,615.77,2094.74,1661.48,1764.23,2117.84,1259.98,940.38,656.6,997.3,940.77,1953.99
188,2296.83,1334.99,1852.31,2334.85,1926.59,485.1,1951.16,846.92,1177.13,620.09,2108.66,1671.88,1775.52,2132.43,1268.97,947.76,660.9,1004.98,947.63,1970.09
189,2309.62,1341.89,1862.17,2348.62,1937.77,487.74,1963.34,852.05,1184.02,624.45,2121.9,1683.34,1787.11,2146.89,1279,955.08,665.39,1012.74,954.5,1986.29
190,2321.42,1349.5,1872.32,2361.56,1949.16,490.45,1975.71,857.69,1191.74,628.64,2135.8,1694.07,1799.38,2162.51,1287.98,961.91,669.62,1019.84,961.06,2002.15
191,2333.86,1356.45,1882.12,2375.01,1959.99,493.82,1988.03,862.79,1198.5,633.04,2149.22,1704.57,1810.61,2177.64,1298,968.24,674.9,1026.66,967.75,2018.8
192,2346.83,1363.74,1892.47,2388.03,1971.22,495.97,1999.55,868.41,1205.89,636.71,2162.97,1715.64,1822,2192.57,1307.89,974.86,679.82,1034.04,975.29,2035.62
193,2359.03,1370.84,1902.28,2401.54,1982.76,498.67,2010.94,873.52,1212.94,639.95,2176,1726.19,1834.11,2207.76,1317.03,981.81,683.94,1041.91,982.52,2052.48
194,2371.89,1377.75,1912.77,2414.95,1993.91,501.31,2022.67,878.29,1220.81,644.34,2190.16,1737.74,1845.51,2223.03,1326.79,988.93,688.84,1049.27,989.87,2069.59
195,2383.71,1385.45,1922.63,2427.93,2004.74,503.75,2033.92,883.55,1227.56,647.8,2203.78,1748.37,1857.71,2238.19,1335.7,996.17,693.07,1056.57,996.86,2086.21
196,2396.58,1392.49,1933.15,2441.18,2015.67,507.12,2046.03,888.7,1235.42,652.09,2217.85,1759.87,1869.59,2253.53,1345.69,1002.45,697.4,1063.58,1004.42,2103.1
197,2409.4,1399.82,1943.38,2454.15,2026.27,509.95,2057.26,894.35,1242.28,655.81,2232.11,1770.98,1881.13,2268.05,1355.36,1009.42,701.64,1070.38,1011.23,2119.72
198,2421.18,1407.42,1953.14,2467.82,2037.65,512.17,2069.26,899.97,1248.91,660.12,2246.07,1782.32,1893,2283.35,1364.73,1016.24,705.76,1077.18,1018.87,2136.75
199,2433.8,1414.94,1963.7,2481.27,2048.75,514.7,2081.57,905.14,1255.66,664.41,2259.83,1793.1,1905.27,2298.61,1373.75,1023.24,709.94,1084.6,1025.85,2152.69
200,2445.59,1421.57,1974.58,2494.98,2060.1,517.48,2093.08,910.38,1262.36,668.86,2273.28,1804.51,1916.87,2314,1383.45,1030.29,714.45,1091.91,1032.4,2168.95
201,2458.39,1429.02,1984.34,2507.66,2071.81,519.94,2104.41,914.96,1270.22,672.99,2287.42,1815.83,1928.21,2329.23,1392.9,1036.76,718.64,1099.48,1040.02,2184.95
202,2471.11,1436.12,1994.76,2521.63,2082.49,522.82,2115.63,919.72,1276.83,676.89,2301.64,1826.34,1939.83,2344.01,1402.26,1042.91,723.02,1106.74,1047.82,2202.04
203,2482.89,1443.72,2004.45,2535.23,2093.56,525.26,2127.71,924.29,1284.18,680.19,2315.86,1837.56,1952.11,2359.04,1411.28,1049.95,728,1113.97,1055.06,2218.5
204,2495.18,1450.8,2014.3,2548.69,2104.85,527.47,2139.96,929.82,1291.7,684.6,2329.24,1848.28,1963.87,2373.53,1420.71,1056.32,732.23,1121.43,1062.34,2235.27
205,2507.73,1458.08,2024.42,2562.5,2116.16,530.66,2151.13,934.41,1299.53,688.99,2342.34,1858.76,1975.58,2388.81,1429.89,1062.82,737.27,1128.46,1069.22,2251.18
206,2520.26,1465.85,2035.14,2576.01,2127.07,533.86,2162.86,939.55,1306.31,692.96,2356,1869.5,1987.3,2403.65,1438.88,1069.6,741.51,1135.91,1075.87,2267.32
207,2532.28,1473.22,2045.18,2588.72,2138.63,536.84,2175.09,944.1,1314,696.71,2369.76,1880.26,1999.29,2419,1448.7,1076.22,745.77,1143.58,1083.38,2283.95
208,2545.26,1480.44,2055.98,2601.81,2149.13,539.29,2187.11,949.15,1321.6,700.05,2383.17,1891.51,2011.58,2434.06,1458.13,1082.76,750.26,1150.7,1090.22,2300.92
209,2557.24,1488.16,2066.16,2614.49,2160.76,542.07,2199.26,954.67,1329.15,703.88,2396.44,1902.48,2023.37,2448.55,1467.56,1089.81,755.15,1158.44,1097.58,2317.62
210,2569.6,1495.54,2076.75,2627.98,2171.28,544.71,2210.9,960.24,1335.99,708.06,2410.53,1913.45,2035.23,2463.34,1476.58,1096.39,760.36,1166.35,1105.02,2333.96
211,2582.17,1502.99,2087.08,2640.93,2181.9,547.4,2223.13,964.93,1343.5,711.86,2423.62,1924.86,2047.28,2478.97,1485.51,1103.1,764.82,1173.86,1111.72,2349.85
