time_stamp,veh_0,veh_1,veh_2,veh_3,veh_4,veh_5,veh_6,veh_7,veh_8,veh_9,veh_10,veh_11,veh_12,veh_13,veh_14,veh_15,veh_16,veh_17,veh_18,veh_19
869,"['12.9', '10727.02']","['6.97', '6260.67']","['9.77', '8864.66']","['13.41', '11417.31']","['10.75', '9497.5']","['2.48', '2367.43']","['12.42', '9968.17']","['4.72', '4297.14']","['7.25', '6094.15']","['4.04', '3249.23']","['13.76', '11401.2']","['11.36', '9122.56']","['11.9', '9830.83']","['15.58', '12341.59']","['9.93', '7715.71']","['6.13', '5550.6']","['5.24', '3882.64']","['7.86', '6034.62']","['7.06', '5829.76']","['16.55', '13194.94']"
870,"['12.11', '10739.13']","['7.22', '6267.89']","['10.15', '8874.81']","['13.69', '11430.99']","['11.37', '9508.87']","['2.35', '2369.78']","['12.08', '9980.25']","['4.96', '4302.1']","['7.43', '6101.58']","['4.09', '3253.33']","['13.21', '11414.4']","['11.45', '9134.01']","['12.24', '9843.08']","['15.05', '12356.64']","['8.99', '7724.7']","['6.39', '5557']","['5.21', '3887.85']","['6.78', '6041.4']","['7.49', '5837.25']","['16.4', '13211.35']"
871,"['11.95', '10751.08']","['7.66', '6275.55']","['10.16', '8884.97']","['12.86', '11443.85']","['11.44', '9520.31']","['2.72', '2372.5']","['12.14', '9992.39']","['5.64', '4307.74']","['6.68', '6108.26']","['3.76', '3257.09']","['13.18', '11427.58']","['11.1', '9145.11']","['11.56', '9854.64']","['14.46', '12371.1']","['10.06', '7734.76']","['7.16', '5564.15']","['4.87', '3892.72']","['6.98', '6048.38']","['7.3', '5844.55']","['16.44', '13227.79']"
872,"['12.82', '10763.9']","['7.04', '6282.59']","['10.56', '8895.53']","['13.22', '11457.07']","['10.73', '9531.04']","['2.45', '2374.95']","['11.21', '10003.6']","['4.75', '4312.49']","['6.79', '6115.05']","['4.01', '3261.1']","['14.24', '11441.82']","['10.95', '9156.06']","['11.49', '9866.12']","['14.64', '12385.74']","['9.19', '7743.95']","['7.23', '5571.39']","['5.12', '3897.84']","['7.52', '6055.9']","['7.18', '5851.74']","['16.23', '13244.01']"
873,"['11.86', '10775.76']","['7.21', '6289.81']","['10.88', '8906.4']","['13.94', '11471.01']","['11.28', '9542.32']","['3.03', '2377.98']","['11.59', '10015.19']","['4.71', '4317.2']","['7.47', '6122.52']","['3.42', '3264.51']","['13.24', '11455.07']","['11.35', '9167.41']","['12.48', '9878.6']","['14.89', '12400.62']","['9.24', '7753.19']","['6.79', '5578.18']","['4.23', '3902.08']","['7.47', '6063.37']","['6.72', '5858.45']","['17.06', '13261.07']"
874,"['12.8', '10788.56']","['6.64', '6296.45']","['10.64', '8917.04']","['13.7', '11484.71']","['10.72', '9553.04']","['2.56', '2380.53']","['11.27', '10026.46']","['5.2', '4322.4']","['7.06', '6129.58']","['4.1', '3268.62']","['13.98', '11469.05']","['11.04', '9178.45']","['11.99', '9890.59']","['14.88', '12415.51']","['8.96', '7762.15']","['6.48', '5584.66']","['5.34', '3907.41']","['7.93', '6071.31']","['7.69', '5866.14']","['16.4', '13277.47']"
875,"['12.44', '10801.01']","['7.81', '6304.25']","['10.55', '8927.59']","['13.14', '11497.85']","['11.53', '9564.57']","['2.43', '2382.96']","['12.38', '10038.84']","['5.11', '4327.5']","['7.32', '6136.91']","['3.24', '3271.86']","['13.06', '11482.11']","['11.47', '9189.91']","['11.9', '9902.49']","['14.55', '12430.06']","['9.56', '7771.72']","['6.64', '5591.3']","['4.36', '3911.77']","['7.28', '6078.59']","['7.77', '5873.91']","['17.09', '13294.55']"
876,"['12.26', '10813.27']","['6.76', '6311.01']","['10.26', '8937.85']","['13.38', '11511.23']","['10.96', '9575.53']","['2.32', '2385.29']","['12.01', '10050.85']","['4.41', '4331.92']","['7.63', '6144.54']","['3.69', '3275.55']","['13.25', '11495.36']","['10.82', '9200.73']","['11.64', '9914.13']","['14.7', '12444.76']","['9.71', '7781.42']","['6.32', '5597.62']","['4.6', '3916.37']","['7.55', '6086.14']","['7.01', '5880.92']","['16.62', '13311.17']"
877,"['12.72', '10825.99']","['7.91', '6318.92']","['10.58', '8948.42']","['12.92', '11524.16']","['10.57', '9586.1']","['3.28', '2388.56']","['11.34', '10062.19']","['4.44', '4336.36']","['7.56', '6152.1']","['3.69', '3279.25']","['13.74', '11509.11']","['10.55', '9211.28']","['11.81', '9925.94']","['15.61', '12460.37']","['9.88', '7791.3']","['7.06', '5604.69']","['5.11', '3921.48']","['7.19', '6093.33']","['7.05', '5887.97']","['16.45', '13327.62']"
878,"['12.16', '10838.14']","['7.36', '6326.28']","['10.08', '8958.51']","['13.18', '11537.34']","['11.14', '9597.24']","['3.24', '2391.8']","['11.65', '10073.85']","['4.87', '4341.23']","['7.12', '6159.22']","['4.25', '3283.5']","['13.73', '11522.84']","['11.44', '9222.72']","['12.15', '9938.09']","['14.83', '12475.2']","['9.37', '7800.68']","['6.41', '5611.1']","['4.15', '3925.63']","['7.3', '6100.63']","['7.11', '5895.08']","['16.29', '13343.92']"
879,"['11.76', '10849.9']","['7.48', '6333.76']","['10.35', '8968.85']","['13.87', '11551.2']","['10.93', '9608.17']","['2.73', '2394.53']","['12.25', '10086.1']","['5.24', '4346.46']","['6.78', '6166']","['4.33', '3287.82']","['13.72', '11536.55']","['11.59', '9234.3']","['11.48', '9949.57']","['14.85', '12490.05']","['10.06', '7810.74']","['7.12', '5618.22']","['4.95', '3930.57']","['7.68', '6108.31']","['7.19', '5902.27']","['17.02', '13360.94']"
880,"['11.72', '10861.63']","['7.84', '6341.59']","['10.18', '8979.04']","['13.44', '11564.64']","['10.81', '9618.97']","['3.34', '2397.88']","['12.2', '10098.31']","['5.54', '4352.01']","['7.29', '6173.29']","['4', '3291.82']","['13.19', '11549.74']","['10.63', '9244.94']","['11.32', '9960.89']","['14.86', '12504.91']","['9.58', '7820.32']","['6.76', '5624.98']","['5.11', '3935.69']","['8', '6116.31']","['6.88', '5909.16']","['16.76', '13377.69']"
881,"['12.55', '10874.18']","['6.68', '6348.27']","['10.72', '8989.76']","['13.81', '11578.46']","['10.56', '9629.54']","['2.81', '2400.68']","['11.77', '10110.08']","['5.58', '4357.58']","['6.92', '6180.2']","['3.66', '3295.48']","['13.42', '11563.16']","['11.01', '9255.95']","['12.28', '9973.17']","['14.71', '12519.62']","['9.34', '7829.66']","['6.97', '5631.95']","['5.12', '3940.81']","['6.85', '6123.17']","['7.7', '5916.86']","['16.56', '13394.25']"
882,"['12.04', '10886.22']","['7.06', '6355.34']","['10.87', '9000.62']","['13.62', '11592.08']","['10.65', '9640.18']","['2.21', '2402.89']","['11.29', '10121.36']","['4.75', '4362.33']","['7.18', '6187.38']","['4.33', '3299.81']","['13.1', '11576.26']","['10.93', '9266.87']","['11.64', '9984.81']","['15.42', '12535.05']","['9.91', '7839.57']","['7.25', '5639.19']","['4.31', '3945.12']","['7.91', '6131.08']","['7.09', '5923.95']","['16.97', '13411.22']"
883,"['12.13', '10898.35']","['7.38', '6362.72']","['10.75', '9011.37']","['13.81', '11605.89']","['10.77', '9650.96']","['3.32', '2406.22']","['11.35', '10132.72']","['5.04', '4367.37']","['6.64', '6194.02']","['3.57', '3303.38']","['13.54', '11589.81']","['10.37', '9277.25']","['11.43', '9996.24']","['14.71', '12549.76']","['9.19', '7848.76']","['6.76', '5645.95']","['5.04', '3950.16']","['7.2', '6138.28']","['7.35', '5931.3']","['16.03', '13427.25']"
884,"['12.01', '10910.36']","['7.69', '6370.41']","['10.19', '9021.57']","['13.5', '11619.4']","['11.05', '9662']","['2.23', '2408.45']","['12.02', '10144.74']","['4.53', '4371.9']","['6.66', '6200.68']","['4.48', '3307.87']","['14.09', '11603.9']","['10.56', '9287.8']","['12.23', '10008.47']","['15.64', '12565.39']","['8.91', '7857.67']","['6.48', '5652.44']","['4.5', '3954.66']","['7.23', '6145.51']","['7.64', '5938.94']","['15.99', '13443.24']"
885,"['12.44', '10922.8']","['7.65', '6378.06']","['9.94', '9031.51']","['13.74', '11633.14']","['11.74', '9673.75']","['2.5', '2410.95']","['11.26', '10156']","['5.31', '4377.21']","['7.68', '6208.36']","['4.41', '3312.27']","['13.45', '11617.34']","['11.05', '9298.85']","['12.25', '10020.72']","['14.5', '12579.9']","['9.52', '7867.18']","['7.11', '5659.55']","['5.36', '3960.02']","['7.29', '6152.79']","['7.76', '5946.7']","['16.06', '13459.29']"
886,"['12.13', '10934.93']","['7.87', '6385.93']","['9.94', '9041.44']","['13.38', '11646.52']","['11.24', '9684.98']","['3.1', '2414.05']","['11.19', '10167.19']","['5.37', '4382.58']","['7.86', '6216.22']","['3.67', '3315.95']","['13.41', '11630.75']","['11.21', '9310.06']","['11.43', '10032.15']","['14.37', '12594.26']","['9.55', '7876.74']","['7.27', '5666.82']","['5.26', '3965.28']","['6.82', '6159.61']","['7.11', '5953.8']","['16.61', '13475.9']"
887,"['11.97', '10946.9']","['7.11', '6393.04']","['10.46', '9051.9']","['13.22', '11659.74']","['11.73', '9696.71']","['3.29', '2417.33']","['11.45', '10178.64']","['5.23', '4387.82']","['7.46', '6223.68']","['3.27', '3319.22']","['13.1', '11643.86']","['10.97', '9321.02']","['12.47', '10044.63']","['14.75', '12609.02']","['9.45', '7886.19']","['6.29', '5673.11']","['4.68', '3969.96']","['7.26', '6166.87']","['7.74', '5961.54']","['15.92', '13491.82']"
888,"['11.87', '10958.77']","['6.67', '6399.71']","['10.69', '9062.59']","['13.75', '11673.5']","['10.85', '9707.56']","['2.8', '2420.13']","['11.56', '10190.2']","['5.29', '4393.11']","['6.67', '6230.35']","['3.91', '3323.12']","['13.29', '11657.15']","['10.67', '9331.69']","['11.67', '10056.3']","['15.15', '12624.16']","['9.71', '7895.9']","['6.68', '5679.78']","['4.59', '3974.55']","['7.66', '6174.53']","['7.62', '5969.16']","['15.86', '13507.68']"
889,"['12.88', '10971.65']","['7.87', '6407.57']","['10.09', '9072.69']","['13.46', '11686.95']","['10.93', '9718.49']","['3.29', '2423.42']","['12.41', '10202.61']","['4.66', '4397.77']","['6.69', '6237.05']","['3.24', '3326.37']","['14.14', '11671.29']","['10.73', '9342.42']","['12.08', '10068.38']","['14.69', '12638.86']","['9.7', '7905.6']","['6.83', '5686.61']","['5.07', '3979.63']","['6.87', '6181.4']","['7.11', '5976.27']","['15.88', '13523.56']"
890,"['12.83', '10984.48']","['7.6', '6415.17']","['10.58', '9083.27']","['13.88', '11700.84']","['11.36', '9729.86']","['2.4', '2425.81']","['12.33', '10214.94']","['4.77', '4402.54']","['7.13', '6244.18']","['3.72', '3330.08']","['14.13', '11685.42']","['10.61', '9353.03']","['11.33', '10079.71']","['14.81', '12653.66']","['9.62', '7915.22']","['7.18', '5693.79']","['4.99', '3984.62']","['6.8', '6188.2']","['7.29', '5983.56']","['16.73', '13540.29']"
891,"['12.13', '10996.6']","['6.76', '6421.94']","['10.26', '9093.53']","['12.88', '11713.72']","['10.53', '9740.39']","['2.86', '2428.67']","['11.73', '10226.68']","['5.23', '4407.78']","['7.53', '6251.71']","['3.91', '3333.99']","['13.43', '11698.85']","['10.52', '9363.55']","['11.47', '10091.18']","['15.39', '12669.05']","['9.29', '7924.51']","['7.11', '5700.9']","['4.76', '3989.37']","['7.42', '6195.62']","['6.64', '5990.2']","['15.87', '13556.17']"
892,"['12.06', '11008.67']","['7.71', '6429.65']","['10.12', '9103.65']","['13.72', '11727.44']","['11.58', '9751.98']","['3.25', '2431.93']","['11.75', '10238.43']","['4.42', '4412.2']","['7.8', '6259.52']","['4.05', '3338.04']","['13.81', '11712.66']","['10.36', '9373.91']","['12.22', '10103.4']","['14.52', '12683.57']","['9.99', '7934.5']","['6.79', '5707.69']","['4.45', '3993.83']","['7.29', '6202.91']","['7.41', '5997.61']","['15.95', '13572.12']"
893,"['12.54', '11021.21']","['7.11', '6436.76']","['10.18', '9113.83']","['13.04', '11740.48']","['11.34', '9763.31']","['2.94', '2434.87']","['12.22', '10250.65']","['4.46', '4416.66']","['6.82', '6266.34']","['4.05', '3342.1']","['13.42', '11726.08']","['10.58', '9384.48']","['11.55', '10114.94']","['14.51', '12698.09']","['9.69', '7944.19']","['6.29', '5713.98']","['4.85', '3998.67']","['7.06', '6209.97']","['7.54', '6005.15']","['16.38', '13588.5']"
894,"['12.02', '11033.23']","['7.52', '6444.28']","['9.83', '9123.65']","['13.94', '11754.42']","['10.69', '9774']","['3.18', '2438.05']","['11.53', '10262.18']","['4.83', '4421.49']","['6.94', '6273.28']","['4.37', '3346.47']","['13.5', '11739.58']","['11.27', '9395.75']","['12.09', '10127.04']","['15.56', '12713.65']","['8.97', '7953.16']","['7.22', '5721.2']","['4.55', '4003.22']","['7.85', '6217.82']","['7.35', '6012.5']","['16.48', '13604.97']"
895,"['11.88', '11045.11']","['6.95', '6451.23']","['9.81', '9133.47']","['12.96', '11767.38']","['11.66', '9785.66']","['2.93', '2440.98']","['12.18', '10274.36']","['4.47', '4425.96']","['7.42', '6280.7']","['3.24', '3349.71']","['13.91', '11753.49']","['11.44', '9407.19']","['11.53', '10138.57']","['15.42', '12729.07']","['10.12', '7963.27']","['7.28', '5728.48']","['4.51', '4007.73']","['8.02', '6225.84']","['6.72', '6019.22']","['16.71', '13621.68']"
896,"['12.27', '11057.38']","['7.37', '6458.59']","['10.3', '9143.76']","['13.75', '11781.13']","['11.35', '9797.01']","['2.12', '2443.1']","['11.88', '10286.24']","['5.34', '4431.3']","['6.94', '6287.64']","['3.5', '3353.21']","['14.13', '11767.62']","['10.51', '9417.71']","['11.79', '10150.36']","['15.59', '12744.65']","['8.99', '7972.27']","['7.32', '5735.81']","['5.39', '4013.12']","['7.09', '6232.93']","['6.58', '6025.8']","['16.78', '13638.46']"
897,"['11.75', '11069.14']","['7.73', '6466.33']","['10.15', '9153.91']","['13.21', '11794.35']","['11.26', '9808.27']","['2.49', '2445.6']","['11.15', '10297.39']","['5.3', '4436.6']","['7.86', '6295.5']","['3.84', '3357.06']","['14.24', '11781.86']","['11.17', '9428.88']","['11.91', '10162.27']","['14.65', '12759.3']","['8.97', '7981.23']","['7.15', '5742.95']","['4.7', '4017.82']","['7', '6239.93']","['7.13', '6032.94']","['16.8', '13655.26']"
898,"['11.94', '11081.07']","['6.67', '6473']","['10.86', '9164.77']","['13.19', '11807.54']","['11.33', '9819.59']","['2.52', '2448.12']","['12.34', '10309.73']","['4.45', '4441.05']","['6.73', '6302.23']","['3.8', '3360.85']","['14.02', '11795.88']","['10.94', '9439.81']","['11.51', '10173.78']","['14.69', '12773.99']","['8.93', '7990.16']","['6.24', '5749.2']","['4.72', '4022.55']","['7.81', '6247.75']","['7.06', '6040']","['16.46', '13671.71']"
899,"['12.42', '11093.5']","['7.44', '6480.44']","['10.26', '9175.04']","['13.06', '11820.6']","['11.17', '9830.77']","['2.14', '2450.26']","['12.42', '10322.15']","['4.84', '4445.9']","['7.15', '6309.39']","['4.25', '3365.1']","['14.16', '11810.04']","['11.16', '9450.97']","['11.44', '10185.21']","['14.86', '12788.84']","['9.75', '7999.91']","['6.77', '5755.97']","['5.18', '4027.73']","['7.32', '6255.07']","['6.97', '6046.97']","['16.25', '13687.96']"
900,"['12', '11105.5']","['7.89', '6488.33']","['10.3', '9185.34']","['13.38', '11833.98']","['10.63', '9841.4']","['2.2', '2452.46']","['11.97', '10334.13']","['4.98', '4450.87']","['7.5', '6316.89']","['4.47', '3369.58']","['13.41', '11823.45']","['11.11', '9462.09']","['11.58', '10196.79']","['14.66', '12803.5']","['10.06', '8009.98']","['6.9', '5762.87']","['4.22', '4031.95']","['7.63', '6262.7']","['7.66', '6054.63']","['16.92', '13704.88']"
901,"['12.9', '11118.4']","['7.19', '6495.53']","['9.73', '9195.07']","['13.52', '11847.49']","['11.51', '9852.91']","['3.03', '2455.49']","['11.62', '10345.75']","['4.74', '4455.62']","['7.5', '6324.38']","['4.22', '3373.8']","['14.19', '11837.64']","['10.9', '9472.99']","['11.36', '10208.16']","['14.72', '12818.22']","['9.43', '8019.41']","['7.14', '5770.01']","['4.24', '4036.19']","['7.03', '6269.73']","['7.15', '6061.78']","['17.03', '13721.91']"
902,"['12.96', '11131.35']","['6.88', '6502.41']","['9.66', '9204.73']","['13.84', '11861.33']","['10.68', '9863.59']","['2.14', '2457.62']","['11.98', '10357.73']","['5', '4460.62']","['7.58', '6331.96']","['3.96', '3377.76']","['13.4', '11851.04']","['10.42', '9483.4']","['11.82', '10219.98']","['14.95', '12833.17']","['10.09', '8029.5']","['6.61', '5776.61']","['5.21', '4041.4']","['7.3', '6277.03']","['6.95', '6068.72']","['16.59', '13738.5']"
903,"['12.22', '11143.57']","['7.66', '6510.06']","['10.36', '9215.09']","['13.18', '11874.51']","['10.92', '9874.52']","['2.86', '2460.48']","['11.68', '10369.41']","['5.03', '4465.65']","['6.88', '6338.84']","['3.64', '3381.4']","['13.86', '11864.9']","['10.32', '9493.72']","['12.11', '10232.09']","['15.04', '12848.21']","['8.99', '8038.49']","['6.59', '5783.2']","['4.67', '4046.07']","['7.03', '6284.06']","['6.89', '6075.61']","['17.03', '13755.53']"
904,"['12.72', '11156.29']","['7.08', '6517.14']","['10.49', '9225.59']","['13.52', '11888.03']","['10.58', '9885.1']","['2.26', '2462.74']","['12.1', '10381.51']","['5.03', '4470.68']","['6.76', '6345.6']","['3.43', '3384.83']","['14.1', '11879']","['10.43', '9504.16']","['12.14', '10244.23']","['14.73', '12862.94']","['8.89', '8047.38']","['7.28', '5790.48']","['5.21', '4051.28']","['7.3', '6291.35']","['6.91', '6082.53']","['16.48', '13772.01']"
905,"['12.91', '11169.2']","['7.62', '6524.76']","['10.64', '9236.23']","['13.85', '11901.88']","['10.86', '9895.96']","['3.28', '2466.02']","['12.36', '10393.86']","['5.57', '4476.25']","['7.15', '6352.75']","['4.04', '3388.86']","['13.93', '11892.94']","['10.67', '9514.83']","['11.49', '10255.72']","['15.11', '12878.05']","['9.04', '8056.42']","['6.21', '5796.69']","['4.65', '4055.93']","['7.71', '6299.06']","['7.65', '6090.18']","['16.83', '13788.84']"
906,"['12.91', '11182.11']","['7.48', '6532.24']","['10.01', '9246.24']","['12.84', '11914.73']","['11.75', '9907.71']","['2.29', '2468.3']","['12.09', '10405.96']","['5.37', '4481.62']","['6.98', '6359.73']","['4.35', '3393.21']","['13.73', '11906.67']","['11.05', '9525.88']","['11.43', '10267.15']","['14.53', '12892.58']","['9.79', '8066.22']","['6.49', '5803.18']","['5.3', '4061.23']","['7.41', '6306.47']","['6.66', '6096.84']","['16.83', '13805.67']"
907,"['11.8', '11193.91']","['7.47', '6539.7']","['9.76', '9256']","['13.49', '11928.22']","['11.14', '9918.86']","['2.4', '2470.71']","['11.7', '10417.65']","['4.75', '4486.37']","['7.52', '6367.25']","['3.56', '3396.77']","['13.52', '11920.19']","['11.26', '9537.14']","['11.54', '10278.69']","['15.17', '12907.76']","['9.05', '8075.27']","['6.91', '5810.09']","['5.28', '4066.51']","['7.71', '6314.18']","['6.82', '6103.67']","['17.08', '13822.75']"
908,"['12.45', '11206.36']","['7.4', '6547.1']","['10.55', '9266.55']","['12.77', '11940.99']","['11.43', '9930.29']","['3.4', '2474.11']","['11.79', '10429.44']","['4.96', '4491.33']","['7.69', '6374.95']","['3.21', '3399.98']","['13.01', '11933.2']","['10.69', '9547.82']","['11.85', '10290.54']","['14.37', '12922.12']","['8.93', '8084.2']","['6.24', '5816.32']","['4.59', '4071.1']","['8.01', '6322.19']","['7.24', '6110.9']","['16.84', '13839.59']"
909,"['12.96', '11219.32']","['7.68', '6554.78']","['10.17', '9276.72']","['13.16', '11954.15']","['10.81', '9941.1']","['2.11', '2476.22']","['12.37', '10441.81']","['5.15', '4496.48']","['7.68', '6382.63']","['3.22', '3403.2']","['13.53', '11946.73']","['10.36', '9558.18']","['11.56', '10302.1']","['15.46', '12937.58']","['9.94', '8094.13']","['6.99', '5823.31']","['4.86', '4075.95']","['7.6', '6329.79']","['6.93', '6117.83']","['15.96', '13855.55']"
910,"['12.89', '11232.21']","['6.77', '6561.55']","['9.94', '9286.66']","['13.13', '11967.28']","['11.55', '9952.65']","['2.4', '2478.62']","['11.86', '10453.67']","['4.78', '4501.26']","['6.68', '6389.31']","['3.63', '3406.84']","['13.22', '11959.95']","['11.06', '9569.24']","['11.46', '10313.56']","['14.82', '12952.4']","['9.25', '8103.39']","['6.15', '5829.46']","['4.55', '4080.5']","['7.8', '6337.59']","['7.48', '6125.31']","['16.35', '13871.9']"
