timestep_time,vehicle_0_pos,vehicle_1_pos,vehicle_10_pos,vehicle_11_pos,vehicle_12_pos,vehicle_13_pos,vehicle_14_pos,vehicle_15_pos,vehicle_16_pos,vehicle_17_pos,vehicle_19_pos,vehicle_2_pos,vehicle_4_pos,vehicle_5_pos,vehicle_6_pos,vehicle_7_pos,vehicle_8_pos,vehicle_0_speed,vehicle_1_speed,vehicle_10_speed,vehicle_11_speed,vehicle_12_speed,vehicle_13_speed,vehicle_14_speed,vehicle_15_speed,vehicle_16_speed,vehicle_17_speed,vehicle_19_speed,vehicle_2_speed,vehicle_4_speed,vehicle_5_speed,vehicle_6_speed,vehicle_7_speed,vehicle_8_speed
54,643.23,362.75,476.04,551.59,441.71,113.18,383.1,167.0,203.39,104.06,200.55,186.78,99.19,55.45,30.7,18.04,5.1,12.13,6.92,9.78,13.06,11.07,3.06,12.14,4.94,6.72,3.66,10.55,11.54,6.16,6.93,4.33,5.77,0.0
55,655.9,370.55,486.83,564.9,452.88,116.03,395.42,171.63,211.02,108.27,211.44,199.25,103.51,61.61,36.01,24.82,6.55,12.66,7.8,10.79,13.31,11.16,2.85,12.32,4.62,7.63,4.21,10.88,12.47,4.32,6.16,5.32,6.78,1.45
56,668.23,378.11,497.09,578.71,464.19,119.14,406.73,177.03,218.35,111.52,222.21,211.16,107.05,67.78,40.62,32.47,9.5,12.33,7.56,10.26,13.82,11.31,3.11,11.31,5.4,7.33,3.25,10.77,11.91,3.54,6.17,4.61,7.65,2.94
57,679.96,385.32,507.35,591.86,475.16,122.11,419.15,181.79,225.11,115.34,232.95,223.58,110.5,75.01,45.28,39.39,15.02,11.73,7.21,10.26,13.15,10.97,2.98,12.42,4.76,6.76,3.82,10.75,12.41,3.44,7.24,4.65,6.92,5.52
58,692.82,393.16,517.24,604.84,486.88,124.68,431.39,186.27,231.74,118.68,243.81,235.65,113.74,81.46,49.98,46.9,22.57,12.86,7.84,9.88,12.98,11.72,2.57,12.24,4.48,6.63,3.34,10.86,12.07,3.24,6.45,4.71,7.51,7.55
59,704.78,400.36,527.62,618.26,497.98,127.36,443.14,191.43,239.43,122.14,254.89,247.12,115.89,88.78,55.04,53.94,30.23,11.96,7.2,10.38,13.42,11.1,2.68,11.74,5.16,7.7,3.46,11.08,11.47,2.15,7.32,5.06,7.04,7.67
60,716.59,407.89,537.76,632.07,509.52,129.65,455.47,197.0,246.27,126.04,265.9,259.25,119.49,95.96,60.11,61.35,36.81,11.8,7.53,10.14,13.81,11.55,2.28,12.34,5.57,6.84,3.9,11.01,12.12,3.6,7.18,5.07,7.4,6.58
61,728.39,414.66,547.76,645.53,520.86,131.85,466.7,202.16,253.29,129.72,276.46,270.49,121.41,102.14,65.4,69.09,44.38,11.81,6.77,10.01,13.47,11.34,2.2,11.22,5.17,7.02,3.68,10.56,11.25,1.92,6.17,5.29,7.75,7.57
62,740.4,421.99,557.42,658.96,532.33,134.62,478.91,207.47,260.42,134.21,286.82,282.78,124.05,108.51,70.02,76.07,51.52,12.0,7.33,9.66,13.42,11.47,2.77,12.21,5.31,7.13,4.49,10.35,12.29,2.63,6.38,4.62,6.97,7.14
63,752.29,429.64,567.92,671.8,543.15,137.36,490.67,212.1,268.28,138.13,297.53,294.5,126.35,114.19,74.32,83.09,58.98,11.89,7.65,10.5,12.84,10.82,2.74,11.76,4.63,7.86,3.92,10.71,11.72,2.3,5.68,4.3,7.02,7.46
64,765.07,437.37,578.02,685.04,554.46,140.53,502.2,217.0,275.25,141.96,308.38,306.89,128.79,120.34,78.58,91.05,65.06,12.77,7.73,10.1,13.24,11.31,3.17,11.53,4.89,6.97,3.83,10.85,12.39,2.45,6.15,4.26,7.96,6.08
65,777.92,444.37,587.77,698.14,564.99,142.81,513.56,221.9,283.12,146.22,318.76,318.48,131.97,126.81,82.7,98.24,69.61,12.85,6.99,9.75,13.1,10.52,2.28,11.36,4.91,7.87,4.26,10.37,11.59,3.18,6.47,4.12,7.19,4.55
66,790.45,451.0,598.66,710.93,575.68,145.07,525.72,226.75,289.93,149.97,330.16,330.89,135.1,134.03,87.43,105.3,74.13,12.53,6.63,10.9,12.79,10.69,2.26,12.16,4.85,6.82,3.75,11.4,12.41,3.13,7.22,4.73,7.06,4.53
67,802.62,458.74,609.56,723.74,587.42,147.5,537.97,231.17,296.84,154.46,340.83,342.62,136.99,140.3,92.02,112.58,80.02,12.18,7.74,10.89,12.81,11.74,2.43,12.26,4.42,6.91,4.49,10.67,11.73,1.89,6.26,4.59,7.28,5.88
68,815.5,465.89,619.57,737.23,598.88,149.91,550.21,236.3,303.82,157.98,352.42,353.82,140.28,147.3,96.89,119.78,87.23,12.88,7.16,10.01,13.49,11.46,2.41,12.24,5.13,6.98,3.53,11.59,11.2,3.3,7.0,4.87,7.2,7.21
69,828.34,472.85,629.72,750.61,609.6,152.06,562.35,241.82,311.58,161.33,363.09,365.92,145.95,154.14,102.01,127.5,93.9,12.83,6.96,10.15,13.38,10.72,2.15,12.14,5.52,7.76,3.35,10.66,12.1,5.67,6.84,5.12,7.73,6.68
70,840.45,480.07,640.03,764.31,619.3,154.75,574.47,247.31,318.49,165.78,373.98,377.97,151.44,161.09,106.67,134.97,101.3,12.11,7.22,10.31,13.7,9.7,2.69,12.12,5.49,6.92,4.45,10.89,12.05,5.49,6.95,4.66,7.46,7.39
71,852.57,487.55,650.86,777.16,630.03,157.97,586.14,252.28,325.78,169.46,385.35,389.49,158.29,167.68,111.11,141.42,109.02,12.13,7.47,10.83,12.85,10.73,3.22,11.67,4.97,7.29,3.67,11.37,11.52,6.85,6.59,4.44,6.45,7.72
72,865.19,494.8,661.27,789.92,640.73,160.88,597.38,257.58,333.06,173.32,395.92,401.86,167.46,173.91,116.03,148.85,116.04,12.62,7.25,10.41,12.76,10.7,2.91,11.24,5.3,7.28,3.87,10.57,12.37,9.17,6.22,4.93,7.42,7.02
73,878.14,502.21,670.96,802.91,651.94,163.62,609.07,263.26,340.27,176.84,406.24,413.41,176.51,180.85,120.3,156.28,122.92,12.95,7.42,9.69,12.99,11.2,2.74,11.69,5.68,7.21,3.52,10.33,11.55,9.05,6.94,4.27,7.43,6.88
74,890.16,509.09,681.52,816.49,663.41,165.84,620.95,268.83,347.84,180.14,417.49,424.75,186.04,188.15,124.41,163.12,129.96,12.02,6.87,10.56,13.58,11.47,2.22,11.88,5.56,7.57,3.29,11.24,11.34,9.53,7.31,4.11,6.84,7.04
75,902.27,515.96,691.17,829.23,675.17,167.99,632.2,273.31,355.29,183.98,428.36,437.12,194.9,194.59,129.77,170.7,137.37,12.11,6.87,9.65,12.75,11.77,2.15,11.25,4.48,7.45,3.84,10.88,12.37,8.87,6.43,5.36,7.58,7.4
76,914.17,522.64,702.08,843.12,686.01,171.37,644.45,278.28,363.06,188.01,439.69,448.34,203.99,200.99,134.3,178.01,145.14,11.9,6.68,10.91,13.89,10.83,3.37,12.26,4.97,7.76,4.03,11.32,11.22,9.09,6.4,4.52,7.3,7.78
77,926.7,529.32,712.45,856.74,697.71,174.45,655.85,283.11,370.67,192.43,450.26,459.55,213.61,207.32,138.54,185.04,151.78,12.53,6.68,10.37,13.62,11.7,3.09,11.4,4.83,7.61,4.42,10.58,11.21,9.61,6.33,4.24,7.03,6.64
78,938.94,536.15,722.34,870.09,708.51,177.57,667.43,287.54,378.07,195.78,461.46,470.8,223.44,214.01,142.93,191.84,158.93,12.23,6.83,9.88,13.35,10.81,3.12,11.58,4.44,7.4,3.35,11.2,11.25,9.84,6.7,4.39,6.8,7.15
79,951.42,543.28,732.21,883.89,720.2,180.5,678.91,292.97,384.76,199.33,471.92,482.89,232.84,220.8,148.11,198.82,165.97,12.49,7.13,9.88,13.79,11.69,2.92,11.48,5.43,6.69,3.55,10.46,12.09,9.4,6.79,5.18,6.98,7.05
80,963.17,550.29,742.68,897.17,730.78,183.13,690.9,298.59,392.48,202.77,482.59,494.85,242.07,227.28,153.06,205.89,172.66,11.75,7.01,10.46,13.29,10.58,2.63,11.99,5.62,7.72,3.44,10.67,11.96,9.23,6.48,4.95,7.07,6.68
81,975.12,557.87,753.4,910.45,741.41,185.84,703.22,303.02,400.32,206.73,493.68,506.29,251.49,233.86,157.33,213.09,180.35,11.94,7.58,10.73,13.28,10.63,2.71,12.32,4.43,7.84,3.96,11.08,11.44,9.42,6.58,4.27,7.19,7.7
82,988.06,565.25,763.22,923.32,752.49,188.71,714.42,308.56,407.32,210.21,504.17,518.27,261.01,240.6,161.68,221.12,188.15,12.94,7.38,9.81,12.87,11.08,2.87,11.21,5.54,7.0,3.48,10.49,11.98,9.52,6.75,4.36,8.03,7.79
83,1000.63,572.39,773.35,937.2,763.85,191.84,726.62,314.18,414.89,213.74,515.15,529.61,270.39,247.37,166.61,228.0,194.85,12.57,7.15,10.13,13.87,11.36,3.12,12.2,5.62,7.57,3.53,10.98,11.34,9.38,6.77,4.93,6.89,6.7
84,1013.07,579.03,784.12,950.51,774.72,194.9,738.02,319.24,422.07,217.94,525.52,541.91,279.39,254.4,171.27,235.36,202.05,12.44,6.64,10.78,13.31,10.87,3.06,11.4,5.06,7.17,4.19,10.37,12.3,8.99,7.03,4.67,7.36,7.2
85,1025.58,586.28,794.08,963.83,786.35,197.68,749.62,324.74,428.67,221.42,536.58,553.96,288.61,261.71,175.87,243.34,208.64,12.51,7.24,9.96,13.33,11.63,2.78,11.6,5.51,6.61,3.48,11.06,12.05,9.22,7.31,4.59,7.98,6.59
86,1037.79,593.6,804.79,977.34,797.74,200.46,760.96,329.84,436.45,225.17,547.1,566.07,298.53,268.63,180.04,250.28,215.18,12.21,7.33,10.71,13.51,11.39,2.78,11.34,5.1,7.78,3.75,10.52,12.12,9.92,6.92,4.17,6.94,6.54
87,1050.72,600.83,814.72,990.73,809.48,203.41,773.15,335.45,444.12,229.04,557.49,578.18,308.14,274.99,185.35,257.06,222.25,12.93,7.22,9.93,13.39,11.74,2.95,12.19,5.61,7.67,3.87,10.39,12.1,9.6,6.36,5.31,6.78,7.07
88,1063.43,607.95,825.1,1004.17,821.22,206.18,785.35,340.15,450.81,232.66,569.08,590.46,317.42,282.06,190.18,264.65,229.1,12.71,7.13,10.38,13.44,11.75,2.77,12.2,4.7,6.69,3.62,11.59,12.28,9.28,7.07,4.84,7.59,6.85
89,1076.38,614.63,835.89,1017.82,832.14,209.08,797.41,345.63,457.86,236.03,579.53,601.91,326.39,288.45,194.91,271.62,236.61,12.95,6.68,10.79,13.65,10.92,2.9,12.06,5.47,7.05,3.36,10.45,11.45,8.97,6.39,4.73,6.97,7.51
90,1088.72,622.46,846.43,1031.33,843.22,212.36,808.63,350.78,465.57,239.32,590.06,613.95,335.75,294.91,199.41,278.56,243.75,12.34,7.83,10.54,13.51,11.08,3.28,11.22,5.16,7.71,3.29,10.53,12.04,9.36,6.45,4.49,6.95,7.14
91,1101.06,629.21,856.33,1044.74,853.89,215.53,820.66,355.48,473.08,243.58,600.64,625.59,344.86,301.55,204.17,285.2,251.38,12.34,6.75,9.9,13.41,10.67,3.17,12.03,4.7,7.51,4.27,10.57,11.64,9.11,6.64,4.76,6.63,7.63
92,1113.32,637.04,866.67,1058.25,865.01,217.92,832.03,361.06,480.86,247.11,611.88,637.73,354.66,307.97,206.78,292.28,257.95,12.26,7.84,10.34,13.51,11.12,2.39,11.36,5.58,7.79,3.52,11.24,12.15,9.8,6.43,2.61,7.08,6.57
93,1125.33,644.52,877.37,1072.22,876.61,220.7,843.87,365.89,488.14,251.38,623.37,650.0,363.53,314.29,211.03,299.0,264.67,12.01,7.48,10.7,13.97,11.59,2.78,11.85,4.83,7.28,4.27,11.49,12.27,8.87,6.31,4.25,6.73,6.71
94,1137.84,651.35,887.33,1085.42,888.04,223.09,856.13,370.33,495.93,255.09,633.12,661.22,372.97,321.33,216.02,306.63,272.38,12.51,6.83,9.97,13.2,11.43,2.39,12.25,4.45,7.78,3.72,9.75,11.21,9.44,7.04,4.99,7.63,7.72
95,1150.85,658.42,898.14,1099.16,899.45,225.57,867.89,374.93,502.9,259.58,643.77,672.41,383.07,328.15,220.56,313.94,279.02,13.01,7.07,10.8,13.74,11.42,2.48,11.76,4.59,6.97,4.49,10.65,11.2,10.1,6.83,4.54,7.31,6.64
96,1162.86,665.52,908.35,1112.35,910.99,227.87,879.45,380.39,510.78,263.52,654.92,684.3,392.87,334.67,224.68,321.76,286.0,12.01,7.1,10.21,13.2,11.54,2.29,11.56,5.46,7.88,3.94,11.15,11.89,9.8,6.52,4.12,7.82,6.97
97,1174.99,672.88,918.46,1125.77,921.85,230.72,891.04,385.35,518.44,267.61,665.77,695.81,402.34,341.84,229.66,328.68,293.06,12.13,7.36,10.11,13.42,10.85,2.85,11.59,4.96,7.65,4.09,10.85,11.51,9.47,7.16,4.99,6.92,7.06
98,1187.46,680.42,928.61,1139.37,932.84,233.2,902.19,390.01,525.84,271.74,676.94,707.78,412.3,348.53,233.96,336.53,300.85,12.47,7.54,10.15,13.59,10.99,2.48,11.16,4.67,7.4,4.13,11.17,11.96,9.96,6.7,4.3,7.85,7.8
99,1199.25,688.13,938.97,1153.17,943.54,236.11,913.67,394.46,532.88,276.15,687.29,719.52,422.38,355.55,238.12,343.65,307.49,11.78,7.71,10.36,13.8,10.7,2.91,11.48,4.44,7.05,4.41,10.36,11.74,10.08,7.01,4.16,7.12,6.63
100,1211.28,695.09,949.16,1166.35,954.1,238.82,925.93,400.01,540.23,279.68,697.98,731.36,431.75,362.43,243.35,350.89,314.26,12.04,6.96,10.18,13.18,10.56,2.71,12.25,5.55,7.34,3.53,10.68,11.84,9.37,6.88,5.23,7.24,6.77
101,1223.45,702.84,959.57,1179.42,965.72,242.16,937.47,405.23,546.98,284.0,709.26,743.19,441.72,369.59,248.5,358.46,321.52,12.17,7.75,10.42,13.07,11.63,3.34,11.54,5.22,6.75,4.33,11.29,11.83,9.97,7.16,5.15,7.57,7.26
102,1235.73,710.3,969.78,1192.71,976.33,245.49,948.0,410.37,554.33,287.64,720.43,755.2,450.8,376.65,253.17,365.79,328.97,12.28,7.47,10.2,13.29,10.61,3.33,10.54,5.15,7.35,3.63,11.17,12.01,9.08,7.06,4.67,7.33,7.44
103,1247.59,718.12,979.46,1205.5,987.16,248.88,959.55,415.93,562.12,291.39,730.76,767.39,459.91,383.89,257.52,373.32,336.37,11.86,7.81,9.68,12.79,10.83,3.38,11.55,5.56,7.78,3.76,10.33,12.19,9.1,7.24,4.35,7.53,7.4
104,1259.69,725.33,989.2,1218.37,997.94,251.23,969.63,420.47,569.63,295.36,741.91,778.74,469.54,390.28,262.81,380.89,344.01,12.09,7.21,9.74,12.88,10.78,2.36,10.07,4.54,7.52,3.96,11.15,11.35,9.63,6.39,5.29,7.57,7.63
105,1272.4,732.64,999.02,1231.26,1009.25,254.39,979.25,424.91,576.57,299.1,753.46,790.96,479.64,397.53,267.73,388.72,351.0,12.71,7.32,9.83,12.88,11.31,3.16,9.63,4.44,6.94,3.74,11.55,12.22,10.1,7.25,4.92,7.83,7.0
106,1284.75,739.94,1009.41,1244.6,1019.74,256.71,989.05,430.51,583.31,302.67,765.0,802.42,489.61,403.79,272.25,396.55,358.75,12.36,7.29,10.39,13.34,10.49,2.32,9.8,5.6,6.74,3.58,11.55,11.46,9.98,6.25,4.51,7.84,7.74
107,1296.99,747.07,1020.21,1258.51,1030.9,258.83,999.06,435.26,589.98,307.06,776.59,814.87,499.67,410.41,277.42,403.78,365.59,12.24,7.13,10.8,13.91,11.16,2.12,10.01,4.75,6.67,4.38,11.59,12.46,10.06,6.62,5.17,7.23,6.84
108,1308.98,754.45,1030.7,1271.64,1041.74,261.27,1010.53,439.99,597.0,311.12,788.05,826.63,509.57,417.6,282.25,411.63,372.16,11.99,7.39,10.49,13.13,10.84,2.44,11.46,4.73,7.02,4.06,11.45,11.76,9.9,7.2,4.83,7.85,6.57
109,1321.64,762.09,1040.96,1284.41,1053.28,263.46,1021.41,445.5,604.26,314.6,799.01,838.81,519.44,424.67,286.87,419.63,379.19,12.66,7.63,10.26,12.77,11.53,2.19,10.89,5.51,7.26,3.48,10.97,12.18,9.87,7.07,4.63,8.0,7.03
110,1333.41,769.37,1051.76,1297.29,1064.62,266.6,1031.54,450.82,612.0,317.8,810.3,850.51,529.15,431.2,292.19,426.67,386.38,11.77,7.29,10.8,12.88,11.34,3.14,10.13,5.32,7.74,3.2,11.28,11.7,9.7,6.52,5.32,7.04,7.2
111,1346.11,776.57,1061.8,1310.11,1075.85,269.49,1042.87,455.61,618.85,321.45,821.9,862.59,538.45,437.95,296.94,434.48,393.34,12.7,7.19,10.04,12.82,11.23,2.89,11.33,4.79,6.85,3.66,11.6,12.08,9.3,6.75,4.75,7.81,6.95
112,1358.24,783.71,1071.62,1323.2,1086.71,272.14,1055.0,461.06,626.08,325.23,832.4,874.94,547.66,444.91,301.36,442.31,399.97,12.13,7.14,9.82,13.09,10.85,2.65,12.13,5.45,7.23,3.78,10.5,12.35,9.21,6.96,4.42,7.83,6.63
113,1371.12,790.88,1081.63,1336.13,1097.47,275.47,1066.59,466.73,633.93,329.22,842.86,887.42,557.16,451.47,305.97,449.06,407.26,12.88,7.17,10.01,12.92,10.77,3.33,11.59,5.66,7.86,3.99,10.46,12.48,9.5,6.55,4.6,6.75,7.29
114,1382.92,798.36,1091.92,1348.86,1108.38,278.33,1078.46,471.32,641.73,333.06,853.63,898.81,566.79,457.77,310.37,456.3,414.41,11.8,7.48,10.29,12.73,10.9,2.87,11.86,4.59,7.79,3.84,10.77,11.39,9.63,6.31,4.4,7.24,7.15
115,1394.64,805.92,1101.73,1361.53,1119.67,281.34,1090.21,476.0,648.5,336.7,865.19,910.78,575.81,462.29,315.59,463.47,421.17,11.72,7.56,9.81,12.68,11.29,3.0,11.75,4.68,6.77,3.64,11.56,11.98,9.02,4.52,5.22,7.17,6.77
116,1406.46,812.85,1112.52,1374.26,1130.55,284.47,1101.88,481.4,656.28,341.06,876.03,922.99,584.75,467.58,319.73,471.24,428.3,11.82,6.93,10.79,12.72,10.88,3.13,11.67,5.4,7.78,4.36,10.83,12.2,8.94,5.29,4.14,7.77,7.13
117,1418.28,819.68,1122.11,1387.14,1141.64,286.68,1113.91,486.1,663.95,345.39,886.71,934.61,594.78,472.35,324.91,478.5,435.68,11.81,6.83,9.59,12.88,11.09,2.22,12.04,4.7,7.67,4.33,10.68,11.62,10.03,4.77,5.18,7.26,7.37
118,1430.17,826.97,1131.81,1401.08,1152.48,289.78,1125.94,491.47,671.17,349.36,897.5,946.76,604.25,477.23,329.54,485.79,442.26,11.89,7.29,9.7,13.94,10.84,3.09,12.02,5.37,7.22,3.98,10.79,12.15,9.47,4.88,4.63,7.29,6.58
119,1442.7,834.59,1141.81,1414.42,1163.11,292.2,1137.81,497.01,678.2,352.96,908.36,958.57,613.59,482.91,334.69,492.56,449.62,12.53,7.62,10.0,13.34,10.63,2.42,11.88,5.54,7.03,3.6,10.86,11.81,9.35,5.67,5.15,6.77,7.36
120,1454.59,841.38,1152.06,1427.82,1174.18,295.0,1150.09,501.85,685.1,357.44,919.72,969.93,622.54,488.29,339.87,500.46,456.4,11.89,6.8,10.24,13.4,11.07,2.8,12.27,4.83,6.9,4.48,11.36,11.36,8.94,5.38,5.18,7.9,6.78
121,1466.55,848.82,1162.47,1441.0,1184.74,298.09,1161.32,506.92,692.43,361.17,931.09,981.3,631.6,492.89,345.19,507.83,463.94,11.96,7.44,10.41,13.18,10.56,3.09,11.23,5.08,7.32,3.73,11.37,11.38,9.07,4.6,5.32,7.37,7.54
122,1479.33,856.3,1172.55,1454.82,1196.0,300.45,1172.85,512.16,699.85,365.44,941.88,993.47,641.15,499.58,350.5,515.28,471.12,12.78,7.48,10.08,13.82,11.26,2.36,11.53,5.23,7.42,4.27,10.8,12.17,9.55,6.7,5.31,7.45,7.18
123,1491.84,863.29,1182.2,1468.51,1206.8,303.64,1184.35,517.15,707.22,369.69,953.45,1005.23,650.5,506.6,355.3,523.2,477.94,12.51,6.99,9.65,13.69,10.8,3.19,11.49,4.99,7.37,4.25,11.56,11.76,9.35,7.01,4.8,7.92,6.82
124,1503.62,870.74,1191.85,1482.07,1218.03,305.91,1195.69,522.65,714.26,373.69,964.81,1016.81,659.81,513.96,359.81,530.21,485.15,11.78,7.45,9.65,13.57,11.22,2.27,11.34,5.5,7.04,4.01,11.36,11.58,9.31,7.37,4.51,7.01,7.21
125,1515.85,878.53,1201.73,1493.46,1229.02,308.78,1207.86,527.18,721.19,378.15,975.15,1028.08,669.64,521.3,364.98,537.4,492.46,12.23,7.78,9.88,11.38,10.99,2.87,12.17,4.53,6.93,4.45,10.33,11.27,9.83,7.33,5.17,7.19,7.31
126,1528.77,885.48,1211.6,1506.13,1240.05,311.62,1219.26,532.37,728.77,381.52,986.52,1039.74,679.76,528.32,368.87,544.5,499.71,12.92,6.95,9.87,12.67,11.03,2.83,11.4,5.19,7.58,3.37,11.37,11.67,10.11,7.02,3.9,7.11,7.25
127,1540.99,892.75,1221.78,1520.05,1250.59,314.13,1230.57,536.93,736.09,385.8,997.78,1051.35,688.7,534.58,372.43,551.78,507.21,12.22,7.27,10.18,13.92,10.54,2.52,11.31,4.56,7.32,4.28,11.26,11.6,8.95,6.26,3.56,7.28,7.5
128,1553.49,900.16,1231.91,1533.36,1261.91,317.32,1242.69,542.47,742.84,389.42,1008.86,1063.06,698.19,541.97,377.49,559.76,514.89,12.5,7.4,10.13,13.31,11.32,3.19,12.12,5.54,6.75,3.62,11.08,11.71,9.48,7.39,5.05,7.98,7.68
129,1565.55,907.84,1242.18,1546.43,1272.88,320.24,1254.51,547.56,750.36,392.84,1020.0,1074.34,707.85,548.63,381.62,566.83,521.91,12.06,7.69,10.28,13.06,10.96,2.92,11.82,5.09,7.52,3.42,11.14,11.28,9.66,6.66,4.13,7.06,7.02
130,1578.47,914.58,1252.27,1560.38,1284.64,323.15,1265.98,552.11,757.22,396.29,1030.46,1086.09,717.39,555.05,385.87,574.21,528.77,12.92,6.73,10.09,13.95,11.76,2.91,11.46,4.55,6.86,3.46,10.45,11.75,9.54,6.42,4.24,7.38,6.86
131,1591.29,922.39,1261.96,1574.3,1295.49,325.77,1277.29,557.16,764.96,400.08,1041.28,1097.91,727.25,562.04,390.77,582.12,535.64,12.81,7.81,9.69,13.92,10.86,2.62,11.31,5.05,7.74,3.79,10.82,11.82,9.87,6.99,4.9,7.91,6.88
132,1603.59,929.82,1272.57,1588.26,1306.4,328.82,1288.61,562.7,771.92,403.87,1052.43,1109.83,736.99,568.59,395.47,589.84,543.4,12.3,7.43,10.61,13.96,10.91,3.04,11.32,5.54,6.96,3.79,11.15,11.92,9.74,6.55,4.7,7.72,7.76
133,1615.7,936.79,1283.44,1601.93,1318.07,332.05,1300.17,568.05,779.41,407.83,1063.27,1121.64,746.87,575.61,399.74,597.84,550.39,12.11,6.97,10.87,13.67,11.66,3.24,11.55,5.36,7.49,3.96,10.84,11.81,9.88,7.02,4.27,8.0,6.99
134,1628.46,943.5,1294.03,1615.67,1329.15,334.87,1311.79,573.21,787.0,411.48,1074.78,1133.51,756.19,582.8,404.63,605.79,558.07,12.76,6.71,10.59,13.74,11.09,2.81,11.63,5.15,7.59,3.66,11.51,11.87,9.32,7.19,4.89,7.96,7.68
135,1640.19,950.34,1304.93,1628.91,1340.64,338.25,1323.8,577.95,794.84,415.68,1086.02,1145.9,765.68,589.55,409.53,613.43,564.31,11.73,6.84,10.9,13.24,11.49,3.38,12.0,4.74,7.84,4.19,11.24,12.39,9.49,6.75,4.9,7.64,6.24
136,1653.05,957.7,1315.05,1642.58,1352.05,341.65,1335.37,582.13,801.96,418.93,1097.3,1157.85,775.55,596.0,414.55,621.17,571.92,12.86,7.36,10.12,13.67,11.41,3.4,11.57,4.18,7.12,3.25,11.29,11.95,9.87,6.45,5.02,7.74,7.62
137,1665.2,964.83,1325.06,1655.44,1362.93,343.83,1347.3,587.47,809.03,422.63,1108.19,1169.38,785.52,602.19,419.33,628.04,579.59,12.15,7.14,10.01,12.86,10.88,2.18,11.93,5.34,7.06,3.7,10.89,11.53,9.97,6.19,4.78,6.87,7.67
138,1677.97,972.14,1335.3,1668.86,1373.41,346.28,1359.54,592.67,816.63,426.55,1119.53,1181.08,795.01,608.78,424.64,634.95,586.8,12.77,7.31,10.24,13.42,10.48,2.45,12.24,5.19,7.61,3.92,11.33,11.7,9.48,6.59,5.31,6.91,7.2
139,1690.61,979.84,1345.83,1682.2,1384.82,348.76,1370.78,597.14,823.32,430.69,1130.96,1192.8,804.82,615.16,429.54,642.28,593.75,12.64,7.7,10.53,13.34,11.41,2.48,11.24,4.48,6.68,4.14,11.43,11.72,9.81,6.39,4.9,7.33,6.95
140,1702.68,987.49,1355.48,1695.63,1395.87,351.82,1382.99,602.55,830.06,434.68,1142.4,1204.87,812.4,622.54,433.92,650.11,601.17,12.06,7.66,9.65,13.43,11.05,3.06,12.21,5.4,6.74,3.99,11.43,12.06,7.58,7.38,4.38,7.83,7.43
141,1714.65,995.35,1365.29,1708.32,1406.41,355.1,1395.2,607.63,837.39,439.07,1153.96,1217.15,821.52,629.9,438.13,657.55,608.89,11.97,7.86,9.81,12.69,10.54,3.28,12.22,5.09,7.34,4.39,11.57,12.29,9.12,7.35,4.21,7.44,7.72
142,1726.52,1002.98,1375.77,1721.81,1417.47,357.69,1407.06,612.94,845.16,443.19,1165.24,1229.55,830.63,636.58,443.09,665.45,616.67,11.87,7.62,10.48,13.49,11.06,2.59,11.86,5.31,7.77,4.12,11.28,12.39,9.11,6.69,4.96,7.89,7.77
143,1739.16,1010.12,1386.06,1735.41,1428.44,360.9,1418.92,617.41,852.69,446.61,1176.58,1241.3,840.65,642.98,447.89,673.14,624.3,12.64,7.14,10.29,13.6,10.97,3.21,11.86,4.47,7.53,3.42,11.34,11.75,10.02,6.39,4.81,7.69,7.63
144,1751.37,1016.86,1396.49,1748.64,1439.98,363.64,1430.44,621.9,860.55,451.03,1187.42,1253.76,850.62,650.0,452.39,680.39,631.47,12.21,6.74,10.43,13.23,11.54,2.74,11.52,4.49,7.86,4.42,10.84,12.46,9.98,7.02,4.49,7.25,7.17
145,1764.35,1023.47,1407.18,1762.08,1451.51,366.66,1442.1,627.59,867.2,454.69,1197.85,1265.74,860.52,656.93,457.5,688.3,638.74,12.98,6.61,10.69,13.44,11.53,3.02,11.65,5.69,6.66,3.66,10.43,11.98,9.89,6.93,5.11,7.91,7.28
146,1776.12,1030.52,1416.9,1775.28,1462.99,370.01,1453.98,632.82,874.45,458.36,1208.46,1277.52,870.14,663.63,462.87,695.93,646.43,11.76,7.05,9.72,13.2,11.48,3.35,11.88,5.23,7.25,3.67,10.61,11.77,9.63,6.71,5.38,7.63,7.69
147,1788.66,1037.19,1427.77,1789.02,1473.67,372.25,1466.23,638.28,881.74,462.72,1219.37,1289.36,879.54,670.05,468.04,702.87,653.93,12.54,6.67,10.87,13.75,10.68,2.23,12.25,5.46,7.29,4.35,10.9,11.84,9.39,6.42,5.16,6.94,7.5
148,1801.44,1044.59,1437.72,1801.82,1484.8,375.13,1478.63,643.54,888.9,467.11,1230.3,1301.57,888.8,676.86,473.09,710.4,661.57,12.79,7.4,9.94,12.8,11.14,2.89,12.4,5.26,7.16,4.39,10.93,12.22,9.27,6.8,5.05,7.53,7.64
149,1813.25,1052.22,1447.75,1814.58,1495.65,377.65,1490.18,648.65,896.29,470.45,1240.61,1313.02,898.37,684.17,477.82,717.8,669.21,11.8,7.63,10.03,12.75,10.85,2.52,11.55,5.1,7.39,3.35,10.31,11.44,9.57,7.31,4.73,7.4,7.64
