timestep_time,vehicle_0_pos,vehicle_1_pos,vehicle_10_pos,vehicle_11_pos,vehicle_12_pos,vehicle_13_pos,vehicle_14_pos,vehicle_15_pos,vehicle_16_pos,vehicle_17_pos,vehicle_19_pos,vehicle_2_pos,vehicle_4_pos,vehicle_5_pos,vehicle_6_pos,vehicle_7_pos,vehicle_8_pos,vehicle_0_speed,vehicle_1_speed,vehicle_10_speed,vehicle_11_speed,vehicle_12_speed,vehicle_13_speed,vehicle_14_speed,vehicle_15_speed,vehicle_16_speed,vehicle_17_speed,vehicle_19_speed,vehicle_2_speed,vehicle_4_speed,vehicle_5_speed,vehicle_6_speed,vehicle_7_speed,vehicle_8_speed
856,10562.9,6168.14,8734.02,11243.8,9351.23,2333.61,9812.27,4231.92,6001.9,3198.7,8980.41,9678.34,7590.57,5463.85,3819.78,5937.86,5736.45,12.12,7.04,10.59,13.81,11.61,3.1,11.83,4.78,7.55,3.21,11.52,11.97,9.05,7.13,4.96,7.97,7.67
857,10575.79,6175.62,8744.39,11257.41,9362.88,2336.62,9824.36,4236.87,6008.76,3203.03,8990.92,9690.62,7599.82,5471.27,3824.87,5944.69,5743.36,12.89,7.48,10.37,13.61,11.65,3.02,12.09,4.95,6.86,4.33,10.51,12.28,9.25,7.42,5.09,6.82,6.91
858,10588.75,6182.71,8754.12,11270.13,9374.29,2338.73,9836.65,4241.3,6015.42,3206.9,9002.06,9702.27,7609.29,5477.42,3829.16,5952.33,5750.16,12.96,7.09,9.74,12.72,11.41,2.11,12.3,4.43,6.67,3.87,11.15,11.65,9.47,6.15,4.29,7.65,6.8
859,10601.51,6189.59,8763.92,11282.81,9384.83,2340.93,9848.07,4246.31,6022.67,3211.39,9013.64,9713.57,7619.27,5483.83,3833.47,5959.97,5756.75,12.76,6.88,9.8,12.69,10.55,2.2,11.42,5.01,7.25,4.49,11.58,11.3,9.98,6.41,4.31,7.64,6.59
860,10614.01,6196.24,8774.04,11296.65,9396.43,2343.33,9859.94,4251.03,6029.65,3215.02,9025.18,9725.51,7629.26,5490.93,3838.84,5967.01,5763.62,12.5,6.66,10.12,13.84,11.59,2.4,11.87,4.72,6.97,3.63,11.54,11.94,9.99,7.1,5.37,7.04,6.87
861,10626.64,6203.7,8784.29,11309.48,9407.66,2346.72,9872.09,4256.52,6036.87,3219.19,9036.15,9737.55,7638.66,5497.91,3843.77,5975.02,5771.4,12.63,7.45,10.25,12.83,11.23,3.39,12.16,5.5,7.22,4.17,10.98,12.04,9.4,6.98,4.92,8.02,7.78
862,10638.89,6211.19,8794.23,11322.81,9418.32,2349.85,9883.59,4261.55,6043.86,3223.12,9046.59,9749.26,7648.76,5504.81,3848.35,5982.96,5779.09,12.25,7.49,9.94,13.33,10.67,3.13,11.49,5.03,6.99,3.93,10.44,11.72,10.1,6.91,4.59,7.94,7.69
863,10650.86,6218.47,8803.99,11335.95,9430.01,2352.38,9895.29,4267.0,6051.2,3226.48,9057.05,9761.24,7658.67,5511.5,3853.75,5989.87,5786.13,11.98,7.28,9.76,13.15,11.69,2.52,11.7,5.45,7.34,3.36,10.46,11.98,9.91,6.68,5.39,6.91,7.04
864,10663.75,6225.21,8813.69,11349.78,9440.9,2355.61,9907.64,4271.85,6057.99,3230.66,9067.5,9773.2,7667.98,5518.57,3858.47,5996.92,5792.94,12.88,6.74,9.69,13.82,10.89,3.24,12.36,4.85,6.79,4.19,10.44,11.95,9.3,7.08,4.72,7.06,6.81
865,10676.3,6231.99,8824.41,11363.69,9452.58,2358.11,9920.04,4276.28,6064.66,3234.44,9077.89,9784.4,7677.75,5524.78,3863.79,6003.97,5800.68,12.56,6.78,10.73,13.92,11.68,2.5,12.39,4.43,6.67,3.78,10.4,11.2,9.78,6.21,5.32,7.05,7.74
866,10689.12,6238.85,8834.45,11377.48,9464.35,2360.31,9932.43,4281.99,6072.46,3238.17,9088.98,9795.59,7686.78,5530.95,3868.2,6011.61,5807.86,12.81,6.87,10.03,13.78,11.77,2.2,12.39,5.71,7.79,3.73,11.09,11.19,9.02,6.16,4.41,7.64,7.18
867,10701.21,6246.15,8844.3,11390.95,9475.79,2362.64,9943.92,4287.53,6080.27,3241.88,9100.08,9807.02,7696.1,5537.37,3872.38,6019.59,5815.45,12.09,7.3,9.85,13.47,11.44,2.33,11.49,5.54,7.81,3.71,11.1,11.43,9.32,6.43,4.18,7.98,7.59
868,10714.12,6253.7,8854.89,11403.9,9486.76,2364.95,9955.75,4292.42,6086.89,3245.19,9111.2,9818.93,7705.78,5544.47,3877.39,6026.75,5822.71,12.91,7.55,10.59,12.95,10.97,2.31,11.83,4.9,6.62,3.31,11.12,11.91,9.68,7.1,5.02,7.17,7.25
869,10727.02,6260.67,8864.66,11417.31,9497.5,2367.43,9968.17,4297.14,6094.15,3249.23,9122.56,9830.83,7715.71,5550.6,3882.64,6034.62,5829.76,12.9,6.97,9.77,13.41,10.75,2.48,12.42,4.72,7.25,4.04,11.36,11.9,9.93,6.13,5.24,7.86,7.06
870,10739.13,6267.89,8874.81,11430.99,9508.87,2369.78,9980.25,4302.1,6101.58,3253.33,9134.01,9843.08,7724.7,5557.0,3887.85,6041.4,5837.25,12.11,7.22,10.15,13.69,11.37,2.35,12.08,4.96,7.43,4.09,11.45,12.24,8.99,6.39,5.21,6.78,7.49
871,10751.08,6275.55,8884.97,11443.85,9520.31,2372.5,9992.39,4307.74,6108.26,3257.09,9145.11,9854.64,7734.76,5564.15,3892.72,6048.38,5844.55,11.95,7.66,10.16,12.86,11.44,2.72,12.14,5.64,6.68,3.76,11.1,11.56,10.06,7.16,4.87,6.98,7.3
872,10763.9,6282.59,8895.53,11457.07,9531.04,2374.95,10003.6,4312.49,6115.05,3261.1,9156.06,9866.12,7743.95,5571.39,3897.84,6055.9,5851.74,12.82,7.04,10.56,13.22,10.73,2.45,11.21,4.75,6.79,4.01,10.95,11.49,9.19,7.23,5.12,7.52,7.18
873,10775.76,6289.81,8906.4,11471.01,9542.32,2377.98,10015.19,4317.2,6122.52,3264.51,9167.41,9878.6,7753.19,5578.18,3902.08,6063.37,5858.45,11.86,7.21,10.88,13.94,11.28,3.03,11.59,4.71,7.47,3.42,11.35,12.48,9.24,6.79,4.23,7.47,6.72
874,10788.56,6296.45,8917.04,11484.71,9553.04,2380.53,10026.46,4322.4,6129.58,3268.62,9178.45,9890.59,7762.15,5584.66,3907.41,6071.31,5866.14,12.8,6.64,10.64,13.7,10.72,2.56,11.27,5.2,7.06,4.1,11.04,11.99,8.96,6.48,5.34,7.93,7.69
875,10801.01,6304.25,8927.59,11497.85,9564.57,2382.96,10038.84,4327.5,6136.91,3271.86,9189.91,9902.49,7771.72,5591.3,3911.77,6078.59,5873.91,12.44,7.81,10.55,13.14,11.53,2.43,12.38,5.11,7.32,3.24,11.47,11.9,9.56,6.64,4.36,7.28,7.77
876,10813.27,6311.01,8937.85,11511.23,9575.53,2385.29,10050.85,4331.92,6144.54,3275.55,9200.73,9914.13,7781.42,5597.62,3916.37,6086.14,5880.92,12.26,6.76,10.26,13.38,10.96,2.32,12.01,4.41,7.63,3.69,10.82,11.64,9.71,6.32,4.6,7.55,7.01
877,10825.99,6318.92,8948.42,11524.16,9586.1,2388.56,10062.19,4336.36,6152.1,3279.25,9211.28,9925.94,7791.3,5604.69,3921.48,6093.33,5887.97,12.72,7.91,10.58,12.92,10.57,3.28,11.34,4.44,7.56,3.69,10.55,11.81,9.88,7.06,5.11,7.19,7.05
878,10838.14,6326.28,8958.51,11537.34,9597.24,2391.8,10073.85,4341.23,6159.22,3283.5,9222.72,9938.09,7800.68,5611.1,3925.63,6100.63,5895.08,12.16,7.36,10.08,13.18,11.14,3.24,11.65,4.87,7.12,4.25,11.44,12.15,9.37,6.41,4.15,7.3,7.11
879,10849.9,6333.76,8968.85,11551.2,9608.17,2394.53,10086.1,4346.46,6166.0,3287.82,9234.3,9949.57,7810.74,5618.22,3930.57,6108.31,5902.27,11.76,7.48,10.35,13.87,10.93,2.73,12.25,5.24,6.78,4.33,11.59,11.48,10.06,7.12,4.95,7.68,7.19
880,10861.63,6341.59,8979.04,11564.64,9618.97,2397.88,10098.31,4352.01,6173.29,3291.82,9244.94,9960.89,7820.32,5624.98,3935.69,6116.31,5909.16,11.72,7.84,10.18,13.44,10.81,3.34,12.2,5.54,7.29,4.0,10.63,11.32,9.58,6.76,5.11,8.0,6.88
881,10874.18,6348.27,8989.76,11578.46,9629.54,2400.68,10110.08,4357.58,6180.2,3295.48,9255.95,9973.17,7829.66,5631.95,3940.81,6123.17,5916.86,12.55,6.68,10.72,13.81,10.56,2.81,11.77,5.58,6.92,3.66,11.01,12.28,9.34,6.97,5.12,6.85,7.7
882,10886.22,6355.34,9000.62,11592.08,9640.18,2402.89,10121.36,4362.33,6187.38,3299.81,9266.87,9984.81,7839.57,5639.19,3945.12,6131.08,5923.95,12.04,7.06,10.87,13.62,10.65,2.21,11.29,4.75,7.18,4.33,10.93,11.64,9.91,7.25,4.31,7.91,7.09
883,10898.35,6362.72,9011.37,11605.89,9650.96,2406.22,10132.72,4367.37,6194.02,3303.38,9277.25,9996.24,7848.76,5645.95,3950.16,6138.28,5931.3,12.13,7.38,10.75,13.81,10.77,3.32,11.35,5.04,6.64,3.57,10.37,11.43,9.19,6.76,5.04,7.2,7.35
884,10910.36,6370.41,9021.57,11619.4,9662.0,2408.45,10144.74,4371.9,6200.68,3307.87,9287.8,10008.47,7857.67,5652.44,3954.66,6145.51,5938.94,12.01,7.69,10.19,13.5,11.05,2.23,12.02,4.53,6.66,4.48,10.56,12.23,8.91,6.48,4.5,7.23,7.64
885,10922.8,6378.06,9031.51,11633.14,9673.75,2410.95,10156.0,4377.21,6208.36,3312.27,9298.85,10020.72,7867.18,5659.55,3960.02,6152.79,5946.7,12.44,7.65,9.94,13.74,11.74,2.5,11.26,5.31,7.68,4.41,11.05,12.25,9.52,7.11,5.36,7.29,7.76
886,10934.93,6385.93,9041.44,11646.52,9684.98,2414.05,10167.19,4382.58,6216.22,3315.95,9310.06,10032.15,7876.74,5666.82,3965.28,6159.61,5953.8,12.13,7.87,9.94,13.38,11.24,3.1,11.19,5.37,7.86,3.67,11.21,11.43,9.55,7.27,5.26,6.82,7.11
887,10946.9,6393.04,9051.9,11659.74,9696.71,2417.33,10178.64,4387.82,6223.68,3319.22,9321.02,10044.63,7886.19,5673.11,3969.96,6166.87,5961.54,11.97,7.11,10.46,13.22,11.73,3.29,11.45,5.23,7.46,3.27,10.97,12.47,9.45,6.29,4.68,7.26,7.74
888,10958.77,6399.71,9062.59,11673.5,9707.56,2420.13,10190.2,4393.11,6230.35,3323.12,9331.69,10056.3,7895.9,5679.78,3974.55,6174.53,5969.16,11.87,6.67,10.69,13.75,10.85,2.8,11.56,5.29,6.67,3.91,10.67,11.67,9.71,6.68,4.59,7.66,7.62
889,10971.65,6407.57,9072.69,11686.95,9718.49,2423.42,10202.61,4397.77,6237.05,3326.37,9342.42,10068.38,7905.6,5686.61,3979.63,6181.4,5976.27,12.88,7.87,10.09,13.46,10.93,3.29,12.41,4.66,6.69,3.24,10.73,12.08,9.7,6.83,5.07,6.87,7.11
890,10984.48,6415.17,9083.27,11700.84,9729.86,2425.81,10214.94,4402.54,6244.18,3330.08,9353.03,10079.71,7915.22,5693.79,3984.62,6188.2,5983.56,12.83,7.6,10.58,13.88,11.36,2.4,12.33,4.77,7.13,3.72,10.61,11.33,9.62,7.18,4.99,6.8,7.29
891,10996.6,6421.94,9093.53,11713.72,9740.39,2428.67,10226.68,4407.78,6251.71,3333.99,9363.55,10091.18,7924.51,5700.9,3989.37,6195.62,5990.2,12.13,6.76,10.26,12.88,10.53,2.86,11.73,5.23,7.53,3.91,10.52,11.47,9.29,7.11,4.76,7.42,6.64
892,11008.67,6429.65,9103.65,11727.44,9751.98,2431.93,10238.43,4412.2,6259.52,3338.04,9373.91,10103.4,7934.5,5707.69,3993.83,6202.91,5997.61,12.06,7.71,10.12,13.72,11.58,3.25,11.75,4.42,7.8,4.05,10.36,12.22,9.99,6.79,4.45,7.29,7.41
893,11021.21,6436.76,9113.83,11740.48,9763.31,2434.87,10250.65,4416.66,6266.34,3342.1,9384.48,10114.94,7944.19,5713.98,3998.67,6209.97,6005.15,12.54,7.11,10.18,13.04,11.34,2.94,12.22,4.46,6.82,4.05,10.58,11.55,9.69,6.29,4.85,7.06,7.54
894,11033.23,6444.28,9123.65,11754.42,9774.0,2438.05,10262.18,4421.49,6273.28,3346.47,9395.75,10127.04,7953.16,5721.2,4003.22,6217.82,6012.5,12.02,7.52,9.83,13.94,10.69,3.18,11.53,4.83,6.94,4.37,11.27,12.09,8.97,7.22,4.55,7.85,7.35
895,11045.11,6451.23,9133.47,11767.38,9785.66,2440.98,10274.36,4425.96,6280.7,3349.71,9407.19,10138.57,7963.27,5728.48,4007.73,6225.84,6019.22,11.88,6.95,9.81,12.96,11.66,2.93,12.18,4.47,7.42,3.24,11.44,11.53,10.12,7.28,4.51,8.02,6.72
896,11057.38,6458.59,9143.76,11781.13,9797.01,2443.1,10286.24,4431.3,6287.64,3353.21,9417.71,10150.36,7972.27,5735.81,4013.12,6232.93,6025.8,12.27,7.37,10.3,13.75,11.35,2.12,11.88,5.34,6.94,3.5,10.51,11.79,8.99,7.32,5.39,7.09,6.58
897,11069.14,6466.33,9153.91,11794.35,9808.27,2445.6,10297.39,4436.6,6295.5,3357.06,9428.88,10162.27,7981.23,5742.95,4017.82,6239.93,6032.94,11.75,7.73,10.15,13.21,11.26,2.49,11.15,5.3,7.86,3.84,11.17,11.91,8.97,7.15,4.7,7.0,7.13
898,11081.07,6473.0,9164.77,11807.54,9819.59,2448.12,10309.73,4441.05,6302.23,3360.85,9439.81,10173.78,7990.16,5749.2,4022.55,6247.75,6040.0,11.94,6.67,10.86,13.19,11.33,2.52,12.34,4.45,6.73,3.8,10.94,11.51,8.93,6.24,4.72,7.81,7.06
899,11093.5,6480.44,9175.04,11820.6,9830.77,2450.26,10322.15,4445.9,6309.39,3365.1,9450.97,10185.21,7999.91,5755.97,4027.73,6255.07,6046.97,12.42,7.44,10.26,13.06,11.17,2.14,12.42,4.84,7.15,4.25,11.16,11.44,9.75,6.77,5.18,7.32,6.97
900,11105.5,6488.33,9185.34,11833.98,9841.4,2452.46,10334.13,4450.87,6316.89,3369.58,9462.09,10196.79,8009.98,5762.87,4031.95,6262.7,6054.63,12.0,7.89,10.3,13.38,10.63,2.2,11.97,4.98,7.5,4.47,11.11,11.58,10.06,6.9,4.22,7.63,7.66
901,11118.4,6495.53,9195.07,11847.49,9852.91,2455.49,10345.75,4455.62,6324.38,3373.8,9472.99,10208.16,8019.41,5770.01,4036.19,6269.73,6061.78,12.9,7.19,9.73,13.52,11.51,3.03,11.62,4.74,7.5,4.22,10.9,11.36,9.43,7.14,4.24,7.03,7.15
902,11131.35,6502.41,9204.73,11861.33,9863.59,2457.62,10357.73,4460.62,6331.96,3377.76,9483.4,10219.98,8029.5,5776.61,4041.4,6277.03,6068.72,12.96,6.88,9.66,13.84,10.68,2.14,11.98,5.0,7.58,3.96,10.42,11.82,10.09,6.61,5.21,7.3,6.95
903,11143.57,6510.06,9215.09,11874.51,9874.52,2460.48,10369.41,4465.65,6338.84,3381.4,9493.72,10232.09,8038.49,5783.2,4046.07,6284.06,6075.61,12.22,7.66,10.36,13.18,10.92,2.86,11.68,5.03,6.88,3.64,10.32,12.11,8.99,6.59,4.67,7.03,6.89
904,11156.29,6517.14,9225.59,11888.03,9885.1,2462.74,10381.51,4470.68,6345.6,3384.83,9504.16,10244.23,8047.38,5790.48,4051.28,6291.35,6082.53,12.72,7.08,10.49,13.52,10.58,2.26,12.1,5.03,6.76,3.43,10.43,12.14,8.89,7.28,5.21,7.3,6.91
905,11169.2,6524.76,9236.23,11901.88,9895.96,2466.02,10393.86,4476.25,6352.75,3388.86,9514.83,10255.72,8056.42,5796.69,4055.93,6299.06,6090.18,12.91,7.62,10.64,13.85,10.86,3.28,12.36,5.57,7.15,4.04,10.67,11.49,9.04,6.21,4.65,7.71,7.65
906,11182.11,6532.24,9246.24,11914.73,9907.71,2468.3,10405.96,4481.62,6359.73,3393.21,9525.88,10267.15,8066.22,5803.18,4061.23,6306.47,6096.84,12.91,7.48,10.01,12.84,11.75,2.29,12.09,5.37,6.98,4.35,11.05,11.43,9.79,6.49,5.3,7.41,6.66
907,11193.91,6539.7,9256.0,11928.22,9918.86,2470.71,10417.65,4486.37,6367.25,3396.77,9537.14,10278.69,8075.27,5810.09,4066.51,6314.18,6103.67,11.8,7.47,9.76,13.49,11.14,2.4,11.7,4.75,7.52,3.56,11.26,11.54,9.05,6.91,5.28,7.71,6.82
908,11206.36,6547.1,9266.55,11940.99,9930.29,2474.11,10429.44,4491.33,6374.95,3399.98,9547.82,10290.54,8084.2,5816.32,4071.1,6322.19,6110.9,12.45,7.4,10.55,12.77,11.43,3.4,11.79,4.96,7.69,3.21,10.69,11.85,8.93,6.24,4.59,8.01,7.24
909,11219.32,6554.78,9276.72,11954.15,9941.1,2476.22,10441.81,4496.48,6382.63,3403.2,9558.18,10302.1,8094.13,5823.31,4075.95,6329.79,6117.83,12.96,7.68,10.17,13.16,10.81,2.11,12.37,5.15,7.68,3.22,10.36,11.56,9.94,6.99,4.86,7.6,6.93
910,11232.21,6561.55,9286.66,11967.28,9952.65,2478.62,10453.67,4501.26,6389.31,3406.84,9569.24,10313.56,8103.39,5829.46,4080.5,6337.59,6125.31,12.89,6.77,9.94,13.13,11.55,2.4,11.86,4.78,6.68,3.63,11.06,11.46,9.25,6.15,4.55,7.8,7.48
911,11245.03,6569.0,9297.28,11980.73,9964.14,2481.45,10465.53,4506.01,6395.97,3411.13,9580.63,10325.54,8112.77,5836.15,4084.63,6344.75,6131.87,12.82,7.44,10.62,13.45,11.48,2.83,11.85,4.75,6.66,4.29,11.39,11.98,9.38,6.69,4.13,7.16,6.56
912,11257.95,6576.51,9307.52,11993.66,9975.91,2484.33,10477.26,4511.6,6402.67,3414.65,9592.08,10336.86,8121.99,5842.59,4089.3,6351.72,6139.4,12.92,7.51,10.24,12.94,11.77,2.88,11.73,5.59,6.71,3.52,11.45,11.32,9.22,6.44,4.67,6.97,7.53
913,11270.19,6583.7,9318.02,12006.61,9987.37,2487.14,10488.81,4516.9,6409.93,3418.64,9603.46,10348.29,8131.33,5849.12,4094.43,6358.5,6147.13,12.24,7.2,10.5,12.95,11.47,2.81,11.55,5.31,7.25,3.99,11.38,11.43,9.34,6.53,5.13,6.78,7.73
914,11282.42,6591.38,9328.64,12020.17,9998.45,2489.83,10500.61,4522.23,6416.55,3422.3,9614.93,10360.55,8140.19,5855.34,4098.74,6365.63,6154.69,12.24,7.67,10.62,13.56,11.08,2.69,11.81,5.33,6.63,3.66,11.47,12.26,8.86,6.22,4.31,7.13,7.56
915,11295.22,6598.81,9338.47,12034.11,10009.28,2492.16,10512.69,4527.87,6424.34,3426.6,9625.8,10372.78,8149.99,5862.66,4103.64,6373.1,6161.75,12.79,7.43,9.82,13.94,10.83,2.34,12.08,5.64,7.79,4.3,10.87,12.23,9.8,7.31,4.9,7.46,7.06
916,11307.74,6606.18,9348.92,12047.23,10021.05,2494.81,10524.98,4533.06,6431.99,3429.86,9636.64,10384.26,8159.01,5869.0,4108.24,6380.49,6168.54,12.53,7.37,10.46,13.12,11.77,2.64,12.28,5.19,7.65,3.25,10.84,11.48,9.01,6.34,4.6,7.4,6.79
917,11319.62,6613.83,9359.26,12060.95,10032.02,2497.46,10536.97,4537.82,6439.51,3434.34,9647.94,10395.73,8167.94,5875.21,4112.52,6387.25,6175.48,11.88,7.65,10.34,13.72,10.97,2.65,11.99,4.76,7.51,4.48,11.3,11.47,8.94,6.21,4.28,6.75,6.94
918,11331.4,6620.79,9369.6,12074.38,10042.95,2500.67,10548.68,4543.28,6447.33,3437.61,9659.37,10408.11,8177.47,5881.7,4116.85,6394.11,6182.4,11.78,6.96,10.34,13.43,10.93,3.22,11.71,5.45,7.82,3.28,11.43,12.38,9.53,6.49,4.33,6.86,6.93
919,11343.6,6628.7,9380.09,12087.25,10053.45,2503.18,10560.27,4548.2,6454.2,3441.04,9670.41,10420.23,8187.01,5888.79,4121.82,6401.66,6188.98,12.19,7.91,10.49,12.87,10.5,2.51,11.59,4.92,6.88,3.43,11.04,12.11,9.54,7.09,4.97,7.55,6.58
920,11356.24,6635.74,9391.02,12100.88,10063.93,2505.92,10572.59,4553.41,6461.38,3444.36,9681.49,10432.09,8196.07,5895.95,4126.15,6408.6,6196.48,12.64,7.03,10.93,13.64,10.49,2.74,12.32,5.21,7.17,3.32,11.08,11.86,9.06,7.16,4.33,6.95,7.5
921,11368.03,6642.72,9401.3,12114.11,10075.21,2509.19,10584.1,4558.59,6468.34,3448.06,9693.01,10443.96,8205.56,5903.28,4131.0,6416.21,6203.4,11.79,6.98,10.28,13.23,11.27,3.27,11.51,5.18,6.96,3.7,11.51,11.87,9.49,7.32,4.85,7.61,6.91
922,11380.95,6649.92,9412.06,12127.01,10086.14,2512.35,10595.56,4563.69,6476.09,3452.1,9703.95,10455.14,8215.56,5909.95,4135.99,6423.11,6210.31,12.91,7.2,10.76,12.89,10.93,3.16,11.46,5.1,7.76,4.04,10.95,11.18,10.0,6.67,4.99,6.89,6.91
923,11392.82,6656.66,9422.3,12140.12,10096.78,2515.18,10606.98,4568.64,6483.3,3455.43,9714.26,10467.4,8225.59,5916.8,4140.29,6429.99,6217.39,11.88,6.74,10.24,13.11,10.65,2.83,11.42,4.96,7.21,3.33,10.31,12.26,10.03,6.85,4.31,6.89,7.08
924,11404.97,6663.81,9433.19,12153.15,10108.34,2517.74,10618.59,4574.08,6490.01,3458.76,9725.17,10479.69,8235.5,5924.23,4144.74,6437.6,6224.52,12.14,7.15,10.89,13.02,11.56,2.55,11.61,5.44,6.71,3.33,10.91,12.29,9.92,7.42,4.45,7.61,7.13
925,11416.87,6671.7,9443.34,12166.22,10119.56,2520.88,10630.82,4579.35,6496.76,3462.62,9736.68,10490.93,8244.34,5930.75,4149.62,6445.41,6231.07,11.9,7.89,10.15,13.07,11.22,3.15,12.23,5.27,6.75,3.86,11.51,11.24,8.84,6.52,4.88,7.81,6.55
926,11429.43,6678.31,9453.51,12179.32,10131.19,2524.15,10642.79,4583.98,6503.62,3466.6,9747.3,10502.17,8254.38,5937.67,4154.4,6453.36,6237.93,12.57,6.61,10.17,13.1,11.63,3.26,11.97,4.63,6.86,3.98,10.61,11.24,10.04,6.92,4.77,7.95,6.86
927,11442.1,6684.95,9463.4,12192.56,10142.87,2526.49,10654.08,4589.25,6510.82,3469.92,9758.74,10514.26,8263.66,5944.47,4158.59,6460.45,6245.13,12.67,6.64,9.89,13.24,11.68,2.34,11.28,5.28,7.2,3.32,11.45,12.09,9.28,6.8,4.19,7.09,7.2
928,11454.26,6692.24,9473.97,12205.49,10154.11,2529.55,10665.32,4594.3,6518.04,3473.36,9770.13,10525.93,8273.01,5951.48,4163.72,6467.79,6251.88,12.16,7.29,10.57,12.93,11.24,3.06,11.24,5.05,7.22,3.44,11.39,11.67,9.35,7.01,5.13,7.34,6.75
929,11466.83,6699.82,9483.79,12218.76,10165.43,2532.08,10677.39,4599.81,6524.67,3477.77,9780.61,10537.92,8282.77,5957.65,4168.05,6475.48,6259.45,12.57,7.58,9.83,13.27,11.32,2.53,12.07,5.51,6.63,4.41,10.48,11.99,9.76,6.17,4.33,7.69,7.57
930,11478.58,6707.05,9493.59,12232.19,10176.3,2534.73,10688.99,4605.27,6531.53,3482.23,9792.03,10549.22,8292.21,5964.62,4173.27,6483.28,6266.2,11.74,7.23,9.8,13.43,10.87,2.64,11.6,5.46,6.86,4.46,11.42,11.3,9.45,6.97,5.22,7.81,6.75
931,11490.82,6714.95,9503.81,12245.93,10187.95,2537.45,10700.62,4610.93,6539.31,3485.42,9802.47,10561.25,8301.8,5970.92,4178.26,6490.16,6273.35,12.25,7.9,10.22,13.73,11.65,2.72,11.63,5.65,7.78,3.19,10.44,12.04,9.58,6.3,5.0,6.87,7.15
932,11503.3,6722.63,9514.12,12258.82,10198.88,2540.64,10712.71,4616.37,6546.27,3488.99,9813.44,10573.63,8311.42,5977.27,4182.95,6497.58,6281.15,12.48,7.68,10.31,12.89,10.93,3.2,12.09,5.44,6.97,3.57,10.97,12.37,9.63,6.35,4.69,7.43,7.79
933,11515.18,6729.83,9524.95,12272.67,10209.89,2543.82,10724.21,4621.87,6553.74,3492.46,9824.54,10585.4,8320.51,5983.62,4187.47,6504.93,6287.79,11.88,7.2,10.83,13.85,11.01,3.17,11.5,5.5,7.47,3.47,11.1,11.77,9.09,6.35,4.51,7.35,6.64
934,11527.06,6736.86,9535.36,12285.5,10221.06,2545.96,10735.58,4627.23,6560.54,3495.84,9835.06,10597.29,8330.3,5990.71,4191.74,6512.74,6294.43,11.88,7.03,10.41,12.83,11.17,2.14,11.36,5.36,6.8,3.38,10.52,11.89,9.79,7.08,4.27,7.81,6.64
935,11539.37,6743.61,9545.33,12298.99,10231.81,2548.83,10747.12,4632.01,6567.97,3499.76,9845.8,10609.05,8339.52,5997.58,4196.98,6519.94,6302.08,12.3,6.75,9.97,13.5,10.75,2.87,11.54,4.78,7.43,3.91,10.74,11.76,9.22,6.87,5.24,7.2,7.65
936,11551.16,6751.39,9555.55,12312.55,10243.16,2550.99,10759.01,4637.3,6574.81,3503.37,9856.83,10620.67,8348.69,6003.76,4201.54,6526.7,6309.36,11.79,7.78,10.22,13.56,11.34,2.16,11.88,5.28,6.84,3.61,11.03,11.61,9.17,6.18,4.56,6.76,7.29
937,11563.79,6759.27,9565.58,12325.66,10254.59,2553.14,10770.59,4641.79,6581.73,3507.0,9868.41,10632.36,8358.77,6010.06,4206.77,6534.1,6315.92,12.63,7.88,10.04,13.11,11.44,2.15,11.58,4.49,6.92,3.63,11.58,11.7,10.08,6.3,5.23,7.4,6.56
938,11576.7,6766.29,9575.22,12339.27,10265.13,2556.29,10782.56,4646.26,6589.45,3510.96,9879.16,10644.24,8368.43,6017.14,4210.87,6540.93,6322.81,12.92,7.02,9.64,13.61,10.54,3.16,11.96,4.47,7.72,3.96,10.75,11.87,9.67,7.07,4.1,6.83,6.89
939,11588.78,6773.88,9586.05,12352.55,10275.71,2559.25,10794.87,4651.15,6596.85,3515.3,9889.87,10655.79,8378.36,6023.72,4215.84,6547.84,6330.11,12.08,7.59,10.83,13.28,10.58,2.96,12.32,4.89,7.39,4.34,10.71,11.56,9.93,6.58,4.97,6.91,7.3
940,11601.12,6781.73,9596.43,12366.0,10286.43,2562.28,10806.56,4656.02,6603.87,3519.19,9901.42,10667.39,8387.79,6030.89,4220.74,6554.8,6336.94,12.34,7.85,10.38,13.45,10.72,3.03,11.69,4.88,7.03,3.89,11.55,11.6,9.42,7.17,4.9,6.96,6.83
941,11613.96,6788.42,9606.92,12379.4,10297.6,2565.15,10817.78,4660.63,6610.71,3523.48,9911.96,10679.32,8397.88,6037.96,4225.63,6562.73,6344.4,12.84,6.7,10.49,13.4,11.17,2.87,11.22,4.61,6.83,4.28,10.54,11.92,10.09,7.07,4.88,7.93,7.46
942,11626.44,6795.26,9616.82,12392.89,10309.07,2567.73,10829.7,4665.06,6618.24,3526.92,9922.47,10691.52,8407.78,6044.82,4230.99,6569.77,6351.35,12.48,6.84,9.9,13.49,11.47,2.58,11.92,4.42,7.54,3.44,10.5,12.2,9.9,6.86,5.37,7.04,6.95
943,11638.91,6803.0,9627.64,12406.69,10319.66,2571.0,10841.92,4670.08,6625.17,3530.59,9932.93,10703.74,8416.89,6052.23,4236.08,6577.37,6358.6,12.47,7.73,10.81,13.8,10.59,3.27,12.22,5.03,6.92,3.67,10.46,12.23,9.11,7.42,5.09,7.6,7.26
